bearing_id,split,step_id,normalized_lifetime,included_in_common_score,raw_expected_stage,raw_stage,raw_confidence,raw_probability_0,raw_probability_1,raw_probability_2,centered_expected_stage,centered_stage,centered_confidence,centered_probability_0,centered_probability_1,centered_probability_2
Bearing1_1,train,35,0.28688524590163933,True,0.5,1,1.0,0.0,1.0,0.0,0.3261061185497863,1,0.6522122370995725,0.34778776290042707,0.6522122370995725,6.085632908674333e-130
Bearing1_1,train,36,0.29508196721311475,True,0.5,1,1.0,0.0,1.0,0.0,1.2019043697880728e-06,0,0.9999975961912603,0.9999975961912603,2.4038087395761457e-06,9.710527128839335e-163
Bearing1_1,train,37,0.30327868852459017,True,0.5,1,1.0,0.0,1.0,0.0,0.022574377341361994,0,0.9548512453172758,0.9548512453172758,0.04514875468272399,1.3087573733533794e-137
Bearing1_1,train,38,0.3114754098360656,True,0.5,1,1.0,0.0,1.0,0.0,3.1331444926628657e-06,0,0.9999937337110146,0.9999937337110146,6.266288985325731e-06,7.885277615796328e-155
Bearing1_1,train,39,0.319672131147541,True,0.5,1,1.0,0.0,1.0,0.0,3.7630253584249787e-07,0,0.9999992473949283,0.9999992473949283,7.526050716849957e-07,1.3068420731773767e-160
Bearing1_1,train,40,0.32786885245901637,True,0.5,1,1.0,0.0,1.0,0.0,0.49672526134500167,1,0.9934505226900033,0.006549477309997133,0.9934505226900033,2.5284027242606658e-124
Bearing1_1,train,41,0.3360655737704918,True,0.5,1,1.0,0.0,1.0,0.0,0.031288183294683414,0,0.9374236334106332,0.9374236334106332,0.06257636658936683,5.139451849784807e-148
Bearing1_1,train,42,0.3442622950819672,True,0.5,1,1.0,0.0,1.0,0.0,1.2772073708806565e-07,0,0.9999997445585256,0.9999997445585256,2.554414741761313e-07,2.1328752942598103e-162
Bearing1_1,train,43,0.3524590163934426,True,0.5,1,1.0,0.0,1.0,0.0,2.836815461431971e-10,0,0.999999999432637,0.999999999432637,5.673630922863942e-10,6.171933310973058e-178
Bearing1_1,train,44,0.36065573770491804,True,0.5,1,1.0,0.0,1.0,0.0,0.21648720990364348,0,0.5670255801927125,0.5670255801927125,0.43297441980728696,8.816964896467983e-136
Bearing1_1,train,45,0.36885245901639346,True,0.5,1,1.0,0.0,1.0,0.0,5.964449490472655e-06,0,0.9999880711010191,0.9999880711010191,1.192889898094531e-05,6.6691721653478854e-158
Bearing1_1,train,46,0.3770491803278688,True,0.5,1,1.0,0.0,1.0,0.0,0.35171455142267083,1,0.7034291028453417,0.2965708971546584,0.7034291028453417,1.1895064029753645e-129
Bearing1_1,train,47,0.38524590163934425,True,0.5,1,1.0,0.0,1.0,0.0,0.031651487767839576,0,0.9366970244643208,0.9366970244643208,0.06330297553567915,3.5014057944458935e-141
Bearing1_1,train,48,0.39344262295081966,True,0.5,1,1.0,0.0,1.0,0.0,2.0651911769807425e-08,0,0.9999999586961765,0.9999999586961765,4.130382353961485e-08,2.1596773603481482e-166
Bearing1_1,train,49,0.4016393442622951,True,0.5,1,1.0,0.0,1.0,0.0,2.3736271786957707e-08,0,0.9999999525274565,0.9999999525274565,4.747254357391541e-08,7.76422332528734e-169
Bearing1_1,train,50,0.4098360655737705,True,0.5,1,1.0,0.0,1.0,0.0,8.165819263149512e-05,0,0.9998366836147368,0.9998366836147368,0.00016331638526299023,5.664426166464551e-151
Bearing1_1,train,51,0.4180327868852459,True,0.5,1,1.0,0.0,1.0,0.0,6.980252535997541e-09,0,0.9999999860394949,0.9999999860394949,1.3960505071995082e-08,4.394455848805923e-168
Bearing1_1,train,52,0.4262295081967213,True,0.5,1,1.0,0.0,1.0,0.0,1.0802435348207855e-06,0,0.9999978395129305,0.9999978395129305,2.160487069641571e-06,1.0704333429229073e-160
Bearing1_1,train,53,0.4344262295081967,True,0.5,1,1.0,0.0,1.0,0.0,9.360197492917692e-06,0,0.9999812796050139,0.9999812796050139,1.8720394985835384e-05,1.1575231251469482e-153
Bearing1_1,train,54,0.4426229508196721,True,0.5,1,1.0,0.0,1.0,0.0,1.0198508119512808e-07,0,0.9999997960298374,0.9999997960298374,2.0397016239025616e-07,1.363739576240006e-162
Bearing1_1,train,55,0.45081967213114754,True,0.5,1,1.0,0.0,1.0,0.0,1.841275196990791e-05,0,0.9999631744960605,0.9999631744960605,3.682550393981582e-05,3.1926685454198976e-153
Bearing1_1,train,56,0.45901639344262296,True,0.5,1,1.0,0.0,1.0,0.0,0.001224702265889277,0,0.9975505954682212,0.9975505954682212,0.002449404531778554,1.7360057261433498e-142
Bearing1_1,train,57,0.4672131147540984,True,0.5,1,1.0,0.0,1.0,0.0,2.489105319036776e-07,0,0.9999995021789361,0.9999995021789361,4.978210638073552e-07,4.780234435398538e-159
Bearing1_1,train,58,0.47540983606557374,True,0.5,1,1.0,0.0,1.0,0.0,5.89097402726746e-06,0,0.9999882180519456,0.9999882180519456,1.178194805453492e-05,1.5651367970312922e-155
Bearing1_1,train,59,0.48360655737704916,True,0.5,1,1.0,0.0,1.0,0.0,4.794306303410725e-06,0,0.9999904113873928,0.9999904113873928,9.58861260682145e-06,1.2339272298978702e-154
Bearing1_1,train,60,0.4918032786885246,True,0.5,1,1.0,0.0,1.0,0.0,1.1183259876181459e-06,0,0.9999977633480246,0.9999977633480246,2.2366519752362918e-06,3.552609686496246e-158
Bearing1_1,train,61,0.5,True,0.5,1,1.0,0.0,1.0,0.0,0.00011936893783309886,0,0.9997612621243337,0.9997612621243337,0.00023873787566619772,1.9364937305068952e-148
Bearing1_1,train,62,0.5081967213114754,True,0.5,1,1.0,0.0,1.0,0.0,6.641145846437087e-09,0,0.9999999867177084,0.9999999867177084,1.3282291692874175e-08,5.087513643215026e-168
Bearing1_1,train,63,0.5163934426229508,True,0.5,1,1.0,0.0,1.0,0.0,9.293516029170387e-09,0,0.9999999814129679,0.9999999814129679,1.8587032058340774e-08,2.783237625727384e-171
Bearing1_1,train,64,0.5245901639344263,True,0.5,1,1.0,0.0,1.0,0.0,0.04926713682072158,0,0.9014657263585567,0.9014657263585567,0.09853427364144315,5.2187610187634825e-138
Bearing1_1,train,65,0.5327868852459017,True,0.5,1,1.0,0.0,1.0,0.0,0.001828956423023624,0,0.9963420871539528,0.9963420871539528,0.003657912846047248,1.8948311081220308e-142
Bearing1_1,train,66,0.5409836065573771,True,0.5,1,1.0,0.0,1.0,0.0,0.2862834239315429,1,0.5725668478630858,0.42743315213691496,0.5725668478630858,1.258911235664195e-128
Bearing1_1,train,67,0.5491803278688525,True,0.5,1,1.0,0.0,1.0,0.0,0.3764813924665936,1,0.7529627849331872,0.24703721506681212,0.7529627849331872,4.0348957699708935e-133
Bearing1_1,train,68,0.5573770491803278,True,0.5,1,1.0,0.0,1.0,0.0,0.49394069977667837,1,0.9878813995533567,0.012118600446643002,0.9878813995533567,2.8621193782585008e-129
Bearing1_1,train,69,0.5655737704918032,True,0.5,1,1.0,0.0,1.0,0.0,0.49999824601762716,1,0.9999964920352543,3.5079647454441905e-06,0.9999964920352543,7.135676622736645e-122
Bearing1_1,train,70,0.5737704918032787,True,0.5,1,1.0,0.0,1.0,0.0,0.4999999999999787,1,0.9999999999999574,4.2873973409507007e-14,0.9999999999999574,1.9126510934416406e-107
Bearing1_1,train,71,0.5819672131147541,True,0.5,1,1.0,0.0,1.0,0.0,0.5,1,1.0,1.3900132693756048e-25,1.0,1.4994682886853802e-96
Bearing1_1,train,72,0.5901639344262295,True,0.5,1,1.0,0.0,1.0,0.0,0.5,1,1.0,4.619860418146251e-40,1.0,4.6349251582102116e-88
Bearing1_1,train,73,0.5983606557377049,True,0.5,1,1.0,0.0,1.0,0.0,0.5,1,1.0,3.897638181679647e-57,1.0,5.783738579247213e-81
Bearing1_1,train,74,0.6065573770491803,True,0.5,1,1.0,0.0,1.0,0.0,0.5,1,1.0,9.391216077737961e-79,1.0,2.179001669382932e-69
Bearing1_1,train,75,0.6147540983606558,True,0.5,1,1.0,0.0,1.0,9.115978409435135e-270,0.5,1,1.0,4.126012829738632e-108,1.0,1.3929730569491983e-51
Bearing1_1,train,76,0.6229508196721312,True,0.5,1,1.0,0.0,1.0,2.5143021e-316,0.5,1,1.0,7.039456660134844e-135,1.0,3.236604052173624e-57
Bearing1_1,train,77,0.6311475409836066,True,0.5,1,1.0,0.0,1.0,5.607967137357776e-153,0.5,1,1.0,1.7564302119111896e-172,1.0,2.3634127619250212e-35
Bearing1_1,train,78,0.639344262295082,True,1.0,2,1.0,0.0,6.918927117505681e-22,1.0,0.9999000554941126,2,0.9998001109882259,5.162927167029019e-241,0.00019988901177354294,0.9998001109882259
Bearing1_1,train,79,0.6475409836065574,True,1.0,2,1.0,0.0,1.473792344955031e-45,1.0,0.9999999997116836,2,0.9999999994233679,7.72368056636e-312,5.766313439676087e-10,0.9999999994233679
Bearing1_1,train,80,0.6557377049180327,True,1.0,2,1.0,0.0,1.0425654654200444e-70,1.0,1.0,2,1.0,0.0,1.4192266708458544e-16,1.0
Bearing1_1,train,81,0.6639344262295082,True,1.0,2,1.0,0.0,1.2195117366896874e-95,1.0,1.0,2,1.0,0.0,5.1744863683559426e-23,1.0
Bearing1_1,train,82,0.6721311475409836,True,1.0,2,1.0,0.0,8.248619012382469e-121,1.0,1.0,2,1.0,0.0,1.2447395842209716e-29,1.0
Bearing1_1,train,83,0.680327868852459,True,1.0,2,1.0,0.0,1.1852545271211338e-147,1.0,1.0,2,1.0,0.0,9.419626148089627e-38,1.0
Bearing1_1,train,84,0.6885245901639344,True,1.0,2,1.0,0.0,1.281080522744979e-174,1.0,1.0,2,1.0,0.0,5.277096864354378e-46,1.0
Bearing1_1,train,85,0.6967213114754098,True,1.0,2,1.0,0.0,1.089875718949042e-201,1.0,1.0,2,1.0,0.0,2.063094105652719e-54,1.0
Bearing1_1,train,86,0.7049180327868853,True,1.0,2,1.0,0.0,8.451626178842824e-229,1.0,1.0,2,1.0,0.0,8.120678307503839e-63,1.0
Bearing1_1,train,87,0.7131147540983607,True,1.0,2,1.0,0.0,2.856408882632302e-256,1.0,1.0,2,1.0,0.0,1.074350003885033e-71,1.0
Bearing1_1,train,88,0.7213114754098361,True,1.0,2,1.0,0.0,9.95234147192308e-284,1.0,1.0,2,1.0,0.0,1.4173223854806669e-80,1.0
Bearing1_1,train,89,0.7295081967213115,True,1.0,2,1.0,0.0,1.727532234881e-311,1.0,1.0,2,1.0,0.0,7.587627700862594e-90,1.0
Bearing1_1,train,90,0.7377049180327869,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,2.3454726504983205e-99,1.0
Bearing1_1,train,91,0.7459016393442623,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,1.2214714667114204e-108,1.0
Bearing1_1,train,92,0.7540983606557377,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,1.6873013725651122e-118,1.0
Bearing1_1,train,93,0.7622950819672131,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,1.425727177756826e-128,1.0
Bearing1_1,train,94,0.7704918032786885,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,1.0629300396863058e-138,1.0
Bearing1_1,train,95,0.7786885245901639,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,5.848110068508602e-149,1.0
Bearing1_1,train,96,0.7868852459016393,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,2.3612146892293707e-159,1.0
Bearing1_1,train,97,0.7950819672131147,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,3.382018018391171e-170,1.0
Bearing1_1,train,98,0.8032786885245902,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,1.0068983615208784e-180,1.0
Bearing1_1,train,99,0.8114754098360656,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,1.6423830407671028e-191,1.0
Bearing1_1,train,100,0.819672131147541,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,3.5939188151485486e-202,1.0
Bearing1_1,train,101,0.8278688524590164,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,5.1602149899620747e-213,1.0
Bearing1_1,train,102,0.8360655737704918,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,5.514756418007202e-224,1.0
Bearing1_1,train,103,0.8442622950819673,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,3.77595629276529e-235,1.0
Bearing1_1,train,104,0.8524590163934426,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,2.799577319201316e-246,1.0
Bearing1_1,train,105,0.860655737704918,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,2.0460668217692328e-257,1.0
Bearing1_1,train,106,0.8688524590163934,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,2.132324854474809e-268,1.0
Bearing1_1,train,107,0.8770491803278688,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,1.0672359284350033e-279,1.0
Bearing1_1,train,108,0.8852459016393442,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,9.030774837146522e-291,1.0
Bearing1_1,train,109,0.8934426229508197,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,3.374445606667707e-302,1.0
Bearing1_1,train,110,0.9016393442622951,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,1.0508409003e-313,1.0
Bearing1_1,train,111,0.9098360655737705,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,1.0
Bearing1_1,train,112,0.9180327868852459,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,1.0
Bearing1_1,train,113,0.9262295081967213,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,1.0
Bearing1_1,train,114,0.9344262295081968,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,1.0
Bearing1_1,train,115,0.9426229508196722,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,1.0
Bearing1_1,train,116,0.9508196721311475,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,1.0
Bearing1_1,train,117,0.9590163934426229,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,1.0
Bearing1_1,train,118,0.9672131147540983,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,1.0
Bearing1_1,train,119,0.9754098360655737,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,1.0
Bearing1_1,train,120,0.9836065573770492,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,1.0
Bearing1_1,train,121,0.9918032786885246,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,1.0
Bearing1_1,train,122,1.0,True,1.0,2,1.0,0.0,0.0,1.0,1.0,2,1.0,0.0,0.0,1.0
Bearing1_2,train,0,0.0,False,0.0,0,1.0,1.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0
Bearing1_2,train,1,0.00625,False,1.9983695328652957e-17,0,1.0,1.0,3.996739065730591e-17,0.0,1.0683771749124488e-28,0,1.0,1.0,2.1367543498248977e-28,0.0
Bearing1_2,train,2,0.0125,False,1.985456764993856e-17,0,1.0,1.0,3.970913529987712e-17,0.0,2.9679462431058194e-26,0,1.0,1.0,5.935892486211639e-26,3.845524509566146e-295
Bearing1_2,train,3,0.01875,False,1.1214042232200767e-17,0,1.0,1.0,2.2428084464401534e-17,0.0,2.3396013079281327e-27,0,1.0,1.0,4.6792026158562655e-27,4.288376926833857e-301
Bearing1_2,train,4,0.025,False,1.3826100250682939e-17,0,1.0,1.0,2.7652200501365878e-17,0.0,4.6257019117907495e-28,0,1.0,1.0,9.251403823581499e-28,1.5963765982668116e-307
Bearing1_2,train,5,0.03125,False,3.3962141231901945e-17,0,1.0,1.0,6.792428246380389e-17,0.0,6.317449388793506e-29,0,1.0,1.0,1.2634898777587012e-28,7.375390593e-315
Bearing1_2,train,6,0.0375,False,1.2103761213446763e-17,0,1.0,1.0,2.4207522426893526e-17,0.0,6.758724665086478e-27,0,1.0,1.0,1.3517449330172955e-26,2.110430748460091e-300
Bearing1_2,train,7,0.04375,False,2.011888985498669e-17,0,1.0,1.0,4.023777970997338e-17,0.0,3.1805534259720205e-26,0,1.0,1.0,6.361106851944041e-26,2.8216848562599223e-293
Bearing1_2,train,8,0.05,False,5.69625636118836e-17,0,1.0,1.0,1.139251272237672e-16,0.0,2.719965982224851e-25,0,1.0,1.0,5.439931964449702e-25,2.034727797311171e-286
Bearing1_2,train,9,0.05625,False,1.391253203401212e-17,0,1.0,1.0,2.782506406802424e-17,0.0,1.47170715497919e-26,0,1.0,1.0,2.94341430995838e-26,1.5571328092498596e-294
Bearing1_2,train,10,0.0625,False,1.272340482524193e-17,0,1.0,1.0,2.544680965048386e-17,0.0,9.752628404407802e-27,0,1.0,1.0,1.9505256808815603e-26,6.263095781010243e-297
Bearing1_2,train,11,0.06875,False,1.2767719605706549e-17,0,1.0,1.0,2.5535439211413097e-17,0.0,9.523840195400965e-27,0,1.0,1.0,1.904768039080193e-26,3.8005469621547746e-297
Bearing1_2,train,12,0.075,False,1.1721867572467569e-17,0,1.0,1.0,2.3443735144935138e-17,0.0,6.390037371516116e-27,0,1.0,1.0,1.2780074743032232e-26,1.1015702757121183e-298
Bearing1_2,train,13,0.08125,False,1.1317368597896272e-17,0,1.0,1.0,2.2634737195792544e-17,0.0,3.805874374007537e-27,0,1.0,1.0,7.611748748015075e-27,3.9951148968209137e-300
Bearing1_2,train,14,0.0875,False,1.9969222796799593e-17,0,1.0,1.0,3.9938445593599186e-17,0.0,3.3067785527245164e-26,0,1.0,1.0,6.613557105449033e-26,1.226096165988766e-293
Bearing1_2,train,15,0.09375,True,3.115806764419984e-17,0,1.0,1.0,6.231613528839968e-17,0.0,7.114023727858302e-29,0,1.0,1.0,1.4228047455716604e-28,1.25048702783e-312
Bearing1_2,train,16,0.1,True,8.4528409504157e-17,0,1.0,1.0,1.69056819008314e-16,0.0,1.6040158815393097e-29,0,1.0,1.0,3.2080317630786193e-29,4.119e-320
Bearing1_2,train,17,0.10625,True,4.893562719911773e-17,0,1.0,1.0,9.787125439823546e-17,0.0,4.744387064162178e-29,0,1.0,1.0,9.488774128324356e-29,1.0534023e-317
Bearing1_2,train,18,0.1125,True,2.1293966589351735e-17,0,1.0,1.0,4.258793317870347e-17,0.0,1.277105805278132e-28,0,1.0,1.0,2.554211610556264e-28,2.5091631518e-313
Bearing1_2,train,19,0.11875,True,3.1792233955476504e-17,0,1.0,1.0,6.358446791095301e-17,0.0,8.239227920696685e-29,0,1.0,1.0,1.647845584139337e-28,7.385243126e-315
Bearing1_2,train,20,0.125,True,1.1669025169038255e-16,0,1.0,1.0,2.333805033807651e-16,0.0,1.2236598582835133e-29,0,1.0,1.0,2.4473197165670266e-29,2.945e-321
Bearing1_2,train,21,0.13125,True,7.78310273318098e-15,0,0.9999999999999849,0.9999999999999849,1.556620546636196e-14,0.0,3.787002204507247e-31,0,1.0,1.0,7.574004409014494e-31,0.0
Bearing1_2,train,22,0.1375,True,4.928471588145427e-17,0,1.0,1.0,9.856943176290854e-17,0.0,3.650785648038686e-29,0,1.0,1.0,7.301571296077372e-29,8.4095e-320
Bearing1_2,train,23,0.14375,True,1.3632998564929559e-17,0,1.0,1.0,2.7265997129859117e-17,0.0,4.536948478322397e-28,0,1.0,1.0,9.073896956644795e-28,3.03904077066385e-309
Bearing1_2,train,24,0.15,True,1.143983523723875e-17,0,1.0,1.0,2.28796704744775e-17,0.0,2.0176759087433802e-27,0,1.0,1.0,4.0353518174867604e-27,5.459326946936393e-303
Bearing1_2,train,25,0.15625,True,1.6726746889558434e-17,0,1.0,1.0,3.345349377911687e-17,0.0,2.1547035259855483e-28,0,1.0,1.0,4.309407051971097e-28,5.0034970723754e-310
Bearing1_2,train,26,0.1625,True,1.411537776268825e-17,0,1.0,1.0,2.82307555253765e-17,0.0,1.335694725808095e-26,0,1.0,1.0,2.67138945161619e-26,1.1323102950311087e-297
Bearing1_2,train,27,0.16875,True,1.3378593362908767e-17,0,1.0,1.0,2.6757186725817535e-17,0.0,7.422700363669404e-28,0,1.0,1.0,1.4845400727338809e-27,2.344236769195642e-305
Bearing1_2,train,28,0.175,True,1.645539895324969e-17,0,1.0,1.0,3.291079790649938e-17,0.0,2.93653084093516e-28,0,1.0,1.0,5.87306168187032e-28,2.191862536481377e-309
