step_id,level,trend,movement,bearing_id,split,normalized_lifetime
61,2.8819566577584963,-0.001980710790168672,1.7931784770331467,Bearing1_1,training,0.5
62,2.8525065573151442,-0.0009931186779379134,6.515569055635636,Bearing1_1,training,0.5081967213114754
63,2.8137828704553796,0.0017524744887919919,1.152456161006433,Bearing1_1,training,0.5163934426229508
64,2.88359265889654,0.004111904152405304,7.0616931965995535,Bearing1_1,training,0.5245901639344263
65,2.896667152708678,0.008360964635588655,4.1095782016311775,Bearing1_1,training,0.5327868852459017
66,2.927724857172295,0.011494459602855292,2.804516084381423,Bearing1_1,training,0.5409836065573771
67,2.9884206456681754,0.014042381895721733,3.0393859639914376,Bearing1_1,training,0.5491803278688525
68,3.0433842458344063,0.019779750589216695,0.6393909424986813,Bearing1_1,training,0.5573770491803278
69,3.123155868644705,0.029160283414653414,1.3152460561202228,Bearing1_1,training,0.5655737704918032
70,3.2606321417577773,0.04118892773923704,3.64947160248782,Bearing1_1,training,0.5737704918032787
71,3.4125193455925853,0.05979832188016753,2.61114935440013,Bearing1_1,training,0.5819672131147541
72,3.64880456186671,0.08290159763274697,2.139116967450432,Bearing1_1,training,0.5901639344262295
73,3.9098687715457223,0.10801106321896617,1.2881394670973159,Bearing1_1,training,0.5983606557377049
74,4.133432260038422,0.1366829970906786,3.1735577399664066,Bearing1_1,training,0.6065573770491803
75,4.462917646235216,0.16904892311645706,6.012122790858128,Bearing1_1,training,0.6147540983606558
76,4.72651997835544,0.1988788173308945,4.151976728244473,Bearing1_1,training,0.6229508196721312
77,5.109368968605414,0.231834192414048,8.538021243265264,Bearing1_1,training,0.6311475409836066
78,5.708238578790373,0.27541095808883,21.15162552976,Bearing1_1,training,0.639344262295082
79,6.287253171234615,0.32358718144239706,1.274946925781206,Bearing1_1,training,0.6475409836065574
80,6.825428306205592,0.37193080245537485,0.7499386329836288,Bearing1_1,training,0.6557377049180327
81,7.322122622374323,0.4142830038247516,1.4673219773499293,Bearing1_1,training,0.6639344262295082
82,7.789883716114227,0.45051266379480126,1.0692433039863323,Bearing1_1,training,0.6721311475409836
83,8.242512058069204,0.4786405242228443,0.3053135570095339,Bearing1_1,training,0.680327868852459
84,8.650101516976697,0.49138788119961563,0.932554490296091,Bearing1_1,training,0.6885245901639344
85,8.982230701056466,0.489469561758242,0.8742671081026903,Bearing1_1,training,0.6967213114754098
86,9.340054172034126,0.46986282281674063,0.9487162208754969,Bearing1_1,training,0.7049180327868853
87,9.599701228752314,0.43402029003194253,0.5455719792514425,Bearing1_1,training,0.7131147540983607
88,9.630153912573666,0.38533518358734387,0.8638154487479965,Bearing1_1,training,0.7213114754098361
89,9.660247883312866,0.329354171603187,0.5655034204293422,Bearing1_1,training,0.7295081967213115
90,9.684058069164816,0.26966545497170746,0.6223745053158452,Bearing1_1,training,0.7377049180327869
91,9.707154350587292,0.20969943218713638,0.9940678446074627,Bearing1_1,training,0.7459016393442623
92,9.733749813211517,0.15345866842275335,0.4371179962162088,Bearing1_1,training,0.7540983606557377
93,9.750214748701655,0.10472920154759101,0.6140630383364545,Bearing1_1,training,0.7622950819672131
94,9.76618155233228,0.06576809769905381,0.7203830207004697,Bearing1_1,training,0.7704918032786885
95,9.78177675991953,0.036271344289616834,0.7025945377352305,Bearing1_1,training,0.7786885245901639
96,9.798430809697981,0.02184642428038706,0.7163142225077181,Bearing1_1,training,0.7868852459016393
97,9.815192127979529,0.020089481320286325,0.4078833153564382,Bearing1_1,training,0.7950819672131147
98,9.82920604932062,0.01851510209139928,1.009534469970958,Bearing1_1,training,0.8032786885245902
99,9.841794392330653,0.017220871297224948,0.578030086401616,Bearing1_1,training,0.8114754098360656
100,9.851844246610543,0.01586159635065598,0.8990858467513637,Bearing1_1,training,0.819672131147541
101,9.865514506866393,0.014753952210501709,0.6135179169372525,Bearing1_1,training,0.8278688524590164
102,9.875193471701673,0.014027765402624959,0.630991283023548,Bearing1_1,training,0.8360655737704918
103,9.884783807022497,0.013207881572315644,0.5733148994464113,Bearing1_1,training,0.8442622950819673
104,9.893460933382638,0.012294609017984902,0.7636105442017583,Bearing1_1,training,0.8524590163934426
105,9.900930275415394,0.01128565524943501,0.7733807389475096,Bearing1_1,training,0.860655737704918
106,9.90581088797462,0.010208901660304925,0.8613876092875058,Bearing1_1,training,0.8688524590163934
107,9.910121073193288,0.00918309359548848,0.5026188079580433,Bearing1_1,training,0.8770491803278688
108,9.915169254383592,0.008216248409685468,0.9086205053021417,Bearing1_1,training,0.8852459016393442
109,9.921053933329292,0.007367630335977753,0.4416601611867152,Bearing1_1,training,0.8934426229508197
110,9.928326252373443,0.006624952786384436,0.680367514410484,Bearing1_1,training,0.9016393442622952
111,9.93494397193355,0.006227537826666907,0.6967946396563371,Bearing1_1,training,0.9098360655737704
112,9.941668229237504,0.00600059558688483,0.5936622219869864,Bearing1_1,training,0.918032786885246
113,9.947746339105418,0.0059387876638823806,0.8055841376210267,Bearing1_1,training,0.9262295081967212
114,9.956216924584623,0.0061543045597196614,0.541899764419803,Bearing1_1,training,0.9344262295081968
115,9.964787086716623,0.006574562298855975,0.7487500772391512,Bearing1_1,training,0.9426229508196722
116,9.974834839604744,0.007094231501883985,0.7506110457612191,Bearing1_1,training,0.9508196721311476
117,9.979425856145957,0.007315011511069603,0.9965740075531246,Bearing1_1,training,0.9590163934426228
118,9.988982966919714,0.007553575909054146,0.4061460551961818,Bearing1_1,training,0.9672131147540984
119,9.996572290512443,0.0077037036747054305,0.6669936850275732,Bearing1_1,training,0.9754098360655736
120,10.005736820861241,0.007923162157075172,0.4906903171742848,Bearing1_1,training,0.9836065573770492
121,10.019788419814027,0.008411942874357928,0.3047425373150747,Bearing1_1,training,0.9918032786885246
122,10.053429283348414,0.010155546054622665,1.802165311207305,Bearing1_1,training,1.0
15,-0.28322553155139957,0.0,5.083905762138113,Bearing1_2,training,0.09375
16,-0.3371265378000547,-0.053901006248655126,1.9166748751271578,Bearing1_2,training,0.1
17,-0.3340961971867407,-0.025435332817670575,0.5734319446545887,Bearing1_2,training,0.10625
18,-0.3105640700974145,-0.00789852750247308,0.7327061461872021,Bearing1_2,training,0.1125
19,-0.30435545835081734,-0.0015697385896195348,1.2283625557669815,Bearing1_2,training,0.11875
20,-0.3220783165214897,-0.0020691016975260706,2.144187250206385,Bearing1_2,training,0.125
21,-0.37140041460250484,-0.00731026670572366,3.315404463168884,Bearing1_2,training,0.13125
22,-0.3668335192693497,-0.008504321955899423,2.5036138493774005,Bearing1_2,training,0.1375
23,-0.34371261058876307,-0.006953199030215709,1.1499044246043109,Bearing1_2,training,0.14375
24,-0.31395185693436617,-0.004160957212525129,0.5568989632698684,Bearing1_2,training,0.15
25,-0.3056880602538411,0.00013004664478296423,2.37330971978736,Bearing1_2,training,0.15625
26,-0.2588296966159591,0.003655833904579631,2.1046827952281513,Bearing1_2,training,0.1625
27,-0.2390826432025988,0.00751170325588239,2.7936043531262733,Bearing1_2,training,0.16875
28,-0.23419991155649544,0.012051032454635058,1.4369816215764983,Bearing1_2,training,0.175
29,-0.22606597157517777,0.016522312392554937,0.9915343375879245,Bearing1_2,training,0.18125
30,-0.18605680483559042,0.02104542316215731,1.0952615360090336,Bearing1_2,training,0.1875
31,-0.207674549090272,0.019452498776880284,9.50134630276377,Bearing1_2,training,0.19375
32,-0.2792276797314789,0.012276580099902533,2.4139333331363724,Bearing1_2,training,0.2
33,-0.3188889209497343,0.003416825940781822,4.09799060030174,Bearing1_2,training,0.20625
34,-0.3379164163594003,-0.004797634568440011,2.499296880141747,Bearing1_2,training,0.2125
35,-0.33922846794768646,-0.012242262241048095,0.5963905948203535,Bearing1_2,training,0.21875
36,-0.30858041555541904,-0.01448473665950588,5.368131757954281,Bearing1_2,training,0.225
37,-0.19013393303822443,-0.0083469846047477,5.900699272829929,Bearing1_2,training,0.23125
38,0.010145916312700676,0.008447320613263297,7.153432501593657,Bearing1_2,training,0.2375
39,0.1996281584896237,0.03315751591399192,2.2281485176714693,Bearing1_2,training,0.24375
40,0.4131204468838293,0.0670200940605006,3.4694935368352646,Bearing1_2,training,0.25
41,0.6047988863608753,0.10263392229824006,11.835402253013395,Bearing1_2,training,0.25625
42,0.8716582395631269,0.13818534369273522,5.072564823213019,Bearing1_2,training,0.2625
43,1.186220639644934,0.17430049907963185,8.908787272722815,Bearing1_2,training,0.26875
44,1.3806241212360966,0.2015072287915273,9.867184112929642,Bearing1_2,training,0.275
45,1.8241807327208406,0.231989690992517,24.31275032792459,Bearing1_2,training,0.28125
46,2.269311357686796,0.26257206713090964,5.1552809609876755,Bearing1_2,training,0.2875
47,2.599726890313993,0.28782636784414767,6.195729132244302,Bearing1_2,training,0.29375
48,2.678981404107317,0.2969391371652381,19.052855843362586,Bearing1_2,training,0.3
49,2.8975787772131825,0.29825802797911477,11.454475039983636,Bearing1_2,training,0.30625
50,3.214084835905042,0.2983712731149058,12.946507511165654,Bearing1_2,training,0.3125
51,3.5997498386885978,0.2983482702583155,5.448029256021809,Bearing1_2,training,0.31875
52,4.012546101482271,0.3023296149514971,7.117305636908541,Bearing1_2,training,0.325
53,4.346735257992182,0.30743891773953214,0.8770296767433874,Bearing1_2,training,0.33125
54,4.719924280815133,0.30755494941371775,6.3735649311435365,Bearing1_2,training,0.3375
55,4.97190754848255,0.3105095981556661,11.552729652033145,Bearing1_2,training,0.34375
56,5.143706447146657,0.3143562064799118,3.6913531689550094,Bearing1_2,training,0.35
57,5.444546338466542,0.3217988129972388,6.470985768949616,Bearing1_2,training,0.35625
58,5.969819169433148,0.32869363911529864,3.3854321963457883,Bearing1_2,training,0.3625
59,6.361172888862401,0.331619247344729,2.2699041128190087,Bearing1_2,training,0.36875
60,6.657467097906105,0.3298238028693433,3.3276795008015587,Bearing1_2,training,0.375
61,6.9882617997041505,0.3300447391381963,1.9336747172858486,Bearing1_2,training,0.38125
62,7.4542389538053655,0.3421294896834751,20.57290373257923,Bearing1_2,training,0.3875
63,7.979378054184954,0.3634199791401425,6.321045702759356,Bearing1_2,training,0.39375
64,8.575748068782525,0.39808697641526475,1.0681133337058832,Bearing1_2,training,0.4
65,9.004735611610608,0.42621492068347516,4.879686389245218,Bearing1_2,training,0.40625
66,9.503624560946381,0.44412548497029797,4.344965041387299,Bearing1_2,training,0.4125
67,9.910560365867784,0.45144104817355646,1.9327435101355053,Bearing1_2,training,0.41875
68,10.256161820794379,0.45849228519602425,2.037164053694206,Bearing1_2,training,0.425
69,10.587230267499049,0.4577363805902579,3.0264913787906664,Bearing1_2,training,0.43125
70,10.896582378611651,0.44238223684643607,2.285459684997526,Bearing1_2,training,0.4375
71,11.175605976157225,0.41291732665581177,4.268216071991729,Bearing1_2,training,0.44375
72,11.264328362354538,0.368601275968115,2.6611896381926434,Bearing1_2,training,0.45
73,11.27602425067625,0.3137495542620698,0.6208710212722437,Bearing1_2,training,0.45625
74,11.282568298610196,0.2590534337620623,1.1676546887260635,Bearing1_2,training,0.4625
75,11.31007834508583,0.2016470885937777,2.1747839488149108,Bearing1_2,training,0.46875
76,11.290239659822776,0.148474348324739,0.27577460261046016,Bearing1_2,training,0.475
77,11.280726360959296,0.10025581391395069,0.564495587012206,Bearing1_2,training,0.48125
78,11.302781040467753,0.05967228634913595,1.3859134520460061,Bearing1_2,training,0.4875
79,11.334441209974198,0.03020061332954922,1.6321174817076003,Bearing1_2,training,0.49375
80,11.368494510869244,0.01415276482719728,2.1220132806709517,Bearing1_2,training,0.5
81,11.439428001710379,0.014855441937308046,0.5394454609245956,Bearing1_2,training,0.50625
82,11.46225026310113,0.019519952681242392,2.1963004033785207,Bearing1_2,training,0.5125
83,11.490432486929118,0.02410234817970723,0.19236007518803136,Bearing1_2,training,0.51875
84,11.515314897257594,0.02787934820983247,0.8646322508076402,Bearing1_2,training,0.525
85,11.53959854305263,0.03199374294354869,2.1082361419133546,Bearing1_2,training,0.53125
86,11.571101656913346,0.033721847319199645,0.6468685095147634,Bearing1_2,training,0.5375
87,11.599765076878082,0.032974803197900374,0.7975875360808198,Bearing1_2,training,0.54375
88,11.598520751407376,0.02976306279489869,1.5101963537086076,Bearing1_2,training,0.55
89,11.621256860447682,0.026317427992226698,0.8564379547563068,Bearing1_2,training,0.55625
90,11.619015761256268,0.02154321813607478,0.5050930380542134,Bearing1_2,training,0.5625
91,11.62389703017826,0.018727537484628073,0.4323875028656275,Bearing1_2,training,0.56875
92,11.644611576328032,0.0163272370374871,0.6391753329046704,Bearing1_2,training,0.575
93,11.667770262319154,0.014858512405947138,0.42725797461627624,Bearing1_2,training,0.58125
94,11.676314433061918,0.013365112013910522,0.5977100878197363,Bearing1_2,training,0.5875
95,11.702939623413878,0.012991394926748924,0.32376621810023054,Bearing1_2,training,0.59375
96,11.715843655676633,0.013441849852376227,0.721106727189055,Bearing1_2,training,0.6
97,11.73211040150618,0.01493602801770932,0.48951031038163967,Bearing1_2,training,0.60625
98,11.76036172896071,0.016284046896113978,0.3177961267339364,Bearing1_2,training,0.6125
99,11.77537400711198,0.01800494909390119,0.530230759468137,Bearing1_2,training,0.61875
100,11.790812203904645,0.018550441514111674,0.3420037724764359,Bearing1_2,training,0.625
101,11.801957237401803,0.017946881657471082,0.12653013665813803,Bearing1_2,training,0.63125
102,11.818253690649254,0.017454883451906048,0.1591805245071105,Bearing1_2,training,0.6375
103,11.827276453967915,0.016894195471358304,0.3226394851066887,Bearing1_2,training,0.64375
104,11.837663603880358,0.01553628230344616,0.4480803925829545,Bearing1_2,training,0.65
105,11.8432991472844,0.01430502757717672,0.7974215858393653,Bearing1_2,training,0.65625
106,11.85278366078912,0.012750051206614802,0.4002289861892312,Bearing1_2,training,0.6625
107,11.862956317952406,0.011174517917080901,0.3630781645123832,Bearing1_2,training,0.66875
108,11.871916174073734,0.010385114774209588,0.4945574606796932,Bearing1_2,training,0.675
109,11.880249273300201,0.009698887767557214,0.5126046437277755,Bearing1_2,training,0.68125
110,11.886868199677817,0.009131690880549806,0.39944977437367457,Bearing1_2,training,0.6875
111,11.887154474625323,0.008158796123542056,0.686344740379962,Bearing1_2,training,0.69375
112,11.884160362335617,0.007076322582701382,0.46732226021965906,Bearing1_2,training,0.7
113,11.877475086819773,0.005431846456951335,0.689127989940901,Bearing1_2,training,0.70625
114,11.870592412080319,0.0034959600928865385,0.4084851364214704,Bearing1_2,training,0.7125
115,11.8693954584721,0.001471351174703994,0.2531324993872727,Bearing1_2,training,0.71875
116,11.867267866322933,-0.0003533262475147968,0.4398096902746181,Bearing1_2,training,0.725
117,11.864814713704513,-0.001809200977838188,0.35274857916106245,Bearing1_2,training,0.73125
118,11.861683353476012,-0.0028610794428653376,0.4523365762566818,Bearing1_2,training,0.7375
119,11.86153541999926,-0.003241452869129963,0.21022829598709059,Bearing1_2,training,0.74375
120,11.86050061734822,-0.0030101737323867035,0.506549408572826,Bearing1_2,training,0.75
121,11.86458539552919,-0.002217396458004182,0.156936000346484,Bearing1_2,training,0.75625
122,11.869078725589475,-0.0011055713439363994,0.49392606401291694,Bearing1_2,training,0.7625
123,11.87816305742891,0.00023888546330060306,0.3556427136560642,Bearing1_2,training,0.76875
124,11.887757386577642,0.0016394852946970393,0.4135297094619862,Bearing1_2,training,0.775
125,11.897001884935298,0.0032564732869047393,0.5091159484908051,Bearing1_2,training,0.78125
126,11.905121013735247,0.004839860022338573,0.8348880587046464,Bearing1_2,training,0.7875
127,11.913083909799619,0.0062352170059669495,0.3997866722218091,Bearing1_2,training,0.79375
128,11.92332152679028,0.0073951509484573175,0.3473371555110284,Bearing1_2,training,0.8
129,11.932475217499533,0.00829738550616264,0.33399167596103263,Bearing1_2,training,0.80625
130,11.944106284849168,0.008905178742563299,0.25662831351244186,Bearing1_2,training,0.8125
131,11.953451185534487,0.009281610349610234,0.39524563873022167,Bearing1_2,training,0.81875
132,11.962679051280904,0.00938377433465899,0.3601121496760544,Bearing1_2,training,0.825
133,11.971653149404409,0.009446507301298476,0.2108520866011335,Bearing1_2,training,0.83125
134,11.977974389856834,0.009360443908888743,0.6013801654134175,Bearing1_2,training,0.8375
135,11.984343580422255,0.00914455136777973,0.24491043495746864,Bearing1_2,training,0.84375
136,11.993184891566335,0.008893500197108556,0.33417264972813393,Bearing1_2,training,0.85
137,12.000525521951957,0.008506265841688992,0.5376351575141232,Bearing1_2,training,0.85625
138,12.00630980243708,0.008057147164807056,0.403147007461412,Bearing1_2,training,0.8625
139,12.010052634361704,0.007416510511136026,0.47851582401555204,Bearing1_2,training,0.86875
140,12.011396979189596,0.006684273921541771,0.4594591103319552,Bearing1_2,training,0.875
141,12.011757699788541,0.00577906160011813,0.4819804438955235,Bearing1_2,training,0.88125
142,12.011998749203428,0.004795442851036741,0.35993736761303774,Bearing1_2,training,0.8875
143,12.008808453843299,0.0036382666793634464,0.5489856511500886,Bearing1_2,training,0.89375
144,12.007895056716169,0.0024023175498400465,0.3605013784241931,Bearing1_2,training,0.9
145,12.007513339531261,0.001207485437509294,0.24591386817880861,Bearing1_2,training,0.90625
146,12.011246559231447,0.000524858668624208,0.42245406085583936,Bearing1_2,training,0.9125
147,12.018082989849312,0.00048557416926882764,0.19121638572568941,Bearing1_2,training,0.91875
148,12.026019384371647,0.0010519848228993157,0.2802053797673843,Bearing1_2,training,0.925
149,12.035889581073562,0.002167387946947765,0.30464796453542764,Bearing1_2,training,0.93125
150,12.048016519292123,0.0037207083052395243,0.3164240199648198,Bearing1_2,training,0.9375
151,12.062569519809836,0.005648003518335876,0.23280830930459745,Bearing1_2,training,0.94375
152,12.077363158055427,0.0077823935661685065,0.3745300198015097,Bearing1_2,training,0.95
153,12.094048541265916,0.009821913203267743,0.34771585521922627,Bearing1_2,training,0.95625
154,12.110940083105973,0.011688683345317552,0.38974485967555594,Bearing1_2,training,0.9625
155,12.128051350759138,0.013214316924124291,0.22730661878080255,Bearing1_2,training,0.96875
156,12.139395422915266,0.014146532585666999,0.40558257869451597,Bearing1_2,training,0.975
157,12.14962969052027,0.014539423507051563,0.3513805582880422,Bearing1_2,training,0.98125
158,12.161548908638071,0.014517041103975477,0.15360464353919565,Bearing1_2,training,0.9875
159,12.173738478839946,0.01417477534941504,0.25260166290942326,Bearing1_2,training,0.99375
160,12.195612624983733,0.014163211656463616,0.8692825663048218,Bearing1_2,training,1.0
15,0.09102891640692903,0.0,0.6679296066734124,Bearing1_3,training,0.0955414012738853
16,0.09306289527159103,0.0020339788646620005,0.7967542647169106,Bearing1_3,training,0.1019108280254777
17,0.10755373778746895,0.008262410690269957,0.5110309451312557,Bearing1_3,training,0.10828025477707
18,0.18799624879299662,0.030539283967408064,2.18021253322855,Bearing1_3,training,0.1146496815286624
19,0.24548392624308873,0.0403843373193725,0.46300730250208333,Bearing1_3,training,0.1210191082802547
20,0.2933230147305767,0.044262174158235974,0.4411791254962871,Bearing1_3,training,0.1273885350318471
21,0.31896601180426615,0.04365220405591438,1.3924572975141472,Bearing1_3,training,0.1337579617834395
22,0.358493986731264,0.04305436408587066,0.9109832847247894,Bearing1_3,training,0.1401273885350318
23,0.3922614664477864,0.04215624647522705,0.5981375982713014,Bearing1_3,training,0.1464968152866242
24,0.4011629774476301,0.0398851283020603,2.60106938587033,Bearing1_3,training,0.1528662420382165
25,0.44134987068709564,0.03985361650407778,0.9063288833315114,Bearing1_3,training,0.1592356687898089
26,0.4777749514308901,0.03769821128576252,1.1499285628212497,Bearing1_3,training,0.1656050955414012
27,0.5192374914401443,0.034107278888291806,0.4279432422515852,Bearing1_3,training,0.1719745222929936
28,0.5265801194875425,0.03128958143737888,1.2936938971107246,Bearing1_3,training,0.1783439490445859
29,0.5352303142093573,0.02867217770197053,0.4408636943176437,Bearing1_3,training,0.1847133757961783
30,0.5241084628370837,0.0251253226640129,2.304615874536086,Bearing1_3,training,0.1910828025477707
31,0.532598951147901,0.020953718937539664,0.7090379958792795,Bearing1_3,training,0.197452229299363
32,0.5166271081810774,0.0159566319311167,1.7845600021070651,Bearing1_3,training,0.2038216560509554
33,0.4863869837500512,0.009644483798044542,1.9727593935851306,Bearing1_3,training,0.2101910828025477
34,0.4730148313939878,0.002055464241876512,1.0661108674589994,Bearing1_3,training,0.2165605095541401
35,0.4634428973329367,-0.004247466155552454,0.3872256218623854,Bearing1_3,training,0.2229299363057325
36,0.45978276896755454,-0.008589495464486768,0.5959799308326936,Bearing1_3,training,0.2292993630573248
37,0.4248757026593618,-0.011853290177937854,3.031396214184685,Bearing1_3,training,0.2356687898089172
38,0.392848242342966,-0.015230749477841166,1.0435565952869,Bearing1_3,training,0.2420382165605095
39,0.34669134429984494,-0.01892818566355644,1.7326733961584908,Bearing1_3,training,0.2484076433121019
40,0.3237023447090337,-0.02233570319226133,0.32100729533605016,Bearing1_3,training,0.2547770700636942
41,0.2975045502652208,-0.024176993704719093,0.3055889778364024,Bearing1_3,training,0.2611464968152866
42,0.27672069007061595,-0.025367109748214097,1.077172708250738,Bearing1_3,training,0.267515923566879
43,0.24906370378316178,-0.02717384039236032,2.6246418633496567,Bearing1_3,training,0.2738853503184713
44,0.2401230596998661,-0.027483073537916125,0.898255529804632,Bearing1_3,training,0.2802547770700637
45,0.21803077575548255,-0.02681253872457963,1.6008520790579408,Bearing1_3,training,0.286624203821656
46,0.1933048484118609,-0.024760007032193984,0.9290171100356334,Bearing1_3,training,0.2929936305732484
47,0.1974961416573585,-0.02157596169780382,0.44188350255333936,Bearing1_3,training,0.2993630573248407
48,0.20569072902425495,-0.017323987000833527,0.7902676846540594,Bearing1_3,training,0.3057324840764331
49,0.23979675110974014,-0.012020234443666525,1.014219672734809,Bearing1_3,training,0.3121019108280254
50,0.24402631713307663,-0.006722686219279437,2.81935429892529,Bearing1_3,training,0.3184713375796178
51,0.23516736996692877,-0.002689102893227853,1.1806231972162098,Bearing1_3,training,0.3248407643312102
52,0.21219651980494442,-0.0005384635247637156,2.4911708499851932,Bearing1_3,training,0.3312101910828025
53,0.21119273117803333,0.0004957358056831336,0.5652480204933462,Bearing1_3,training,0.3375796178343949
54,0.1922582350017127,0.00036014358890040066,0.8401121597336448,Bearing1_3,training,0.3439490445859872
55,0.18733122389462836,-0.0009368339245833721,0.4956285940563538,Bearing1_3,training,0.3503184713375796
56,0.1697526734636053,-0.00446892083768737,2.127706631151639,Bearing1_3,training,0.3566878980891719
57,0.15603323186426787,-0.008184440470773503,0.43812234090667795,Bearing1_3,training,0.3630573248407643
58,0.1851740386024904,-0.009261575005277545,3.770242393585822,Bearing1_3,training,0.3694267515923566
59,0.21862016921507013,-0.005991953180405323,1.442137016691137,Bearing1_3,training,0.375796178343949
60,0.29865094256673735,0.002181640463927787,1.9165544354822235,Bearing1_3,training,0.3821656050955414
61,0.35901376371551247,0.01239503847580046,3.1177554626387862,Bearing1_3,training,0.3885350318471338
62,0.4571041162829329,0.024926260935114283,1.24283354254169,Bearing1_3,training,0.3949044585987261
63,0.5520802099150133,0.039602501423741575,0.7790835184191882,Bearing1_3,training,0.4012738853503185
64,0.6317915083384265,0.053232361732958165,2.4193762496163185,Bearing1_3,training,0.4076433121019108
65,0.7025158658353389,0.0650637708216951,1.2923460542784266,Bearing1_3,training,0.4140127388535032
66,0.8167785791706151,0.07571112585827935,2.196127412823792,Bearing1_3,training,0.4203821656050955
67,0.9243016957390889,0.08346601047128505,0.5970392465406447,Bearing1_3,training,0.4267515923566879
