arm,condition,bearing_id,episode_id,step_id,normalized_lifetime,phase,level,trend,movement,reconstruction_mse,source_path,z_0,z_1,z_2,z_3,z_4,z_5,z_6,z_7
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,10,0.029585798816568046,calibrating,,,,0.7850571274757385,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\11.csv,-3.583470344543457,-2.634722948074341,3.7760426998138428,4.213606357574463,-3.753681182861328,-2.3118343353271484,2.847200632095337,-3.707796573638916
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,11,0.03254437869822485,calibrating,,,,0.7887436151504517,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\12.csv,-3.655942440032959,-2.706353187561035,3.8786091804504395,4.303220748901367,-3.84169340133667,-2.357262134552002,2.917820930480957,-3.823500156402588
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,12,0.03550295857988166,calibrating,,,,0.7793310880661011,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\13.csv,-3.549154281616211,-2.6295008659362793,3.7584705352783203,4.181150436401367,-3.73740816116333,-2.295722723007202,2.848902702331543,-3.720475912094116
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,13,0.038461538461538464,calibrating,,,,0.8154877424240112,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\14.csv,-3.596862316131592,-2.654216766357422,3.795100212097168,4.207767486572266,-3.783386707305908,-2.287121057510376,2.864716053009033,-3.7509589195251465
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,14,0.04142011834319527,calibrating,,,,0.7917103171348572,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\15.csv,-3.55999493598938,-2.600433588027954,3.7531566619873047,4.15798282623291,-3.730426788330078,-2.28251314163208,2.8173437118530273,-3.707184314727783
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,15,0.04437869822485207,ready,0.4091130495071411,0.0,0.3826296329498291,0.7896604537963867,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\16.csv,-3.675769805908203,-2.7216148376464844,3.908017158508301,4.316409111022949,-3.876024007797241,-2.379169464111328,2.935798406600952,-3.8642306327819824
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,16,0.047337278106508875,ready,0.4379720985889435,0.028859049081802368,0.06461865454912186,0.7804631590843201,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\17.csv,-3.716817855834961,-2.730813980102539,3.9231791496276855,4.347836494445801,-3.9006385803222656,-2.377267837524414,2.9536709785461426,-3.880340099334717
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,17,0.05029585798816568,ready,0.552812397480011,0.07184967398643494,0.31756770610809326,0.7699906826019287,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\18.csv,-3.8353097438812256,-2.8424081802368164,4.05189323425293,4.462287425994873,-4.019778251647949,-2.4554152488708496,3.063769817352295,-3.991093397140503
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,18,0.05325443786982249,ready,0.6552352905273438,0.08532069623470306,0.18118320405483246,0.7722519636154175,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\19.csv,-3.8931312561035156,-2.893923759460449,4.127311706542969,4.54800271987915,-4.082016944885254,-2.501516342163086,3.1159465312957764,-4.062323570251465
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,19,0.05621301775147929,ready,0.7140840291976929,0.08272051811218262,0.02700103260576725,0.770837128162384,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\20.csv,-3.8787031173706055,-2.886767864227295,4.117681980133057,4.559571266174316,-4.084268569946289,-2.493616819381714,3.1035749912261963,-4.057570934295654
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,20,0.05917159763313609,ready,0.7717234492301941,0.07839459925889969,0.11071507632732391,0.7909550666809082,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\21.csv,-3.9200246334075928,-2.9196009635925293,4.163285255432129,4.60176944732666,-4.125561237335205,-2.520773410797119,3.1333017349243164,-4.105380535125732
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,21,0.0621301775147929,ready,0.7851272225379944,0.06988631933927536,0.19539804756641388,0.7936298251152039,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\22.csv,-3.85477876663208,-2.8675103187561035,4.089086055755615,4.5279541015625,-4.042951583862305,-2.4739878177642822,3.06542706489563,-4.023921966552734
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,22,0.0650887573964497,ready,0.8119131326675415,0.06274949759244919,0.14116708934307098,0.7417370676994324,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\23.csv,-3.902418851852417,-2.904449701309204,4.140975475311279,4.557419300079346,-4.104391574859619,-2.4881534576416016,3.135773181915283,-4.085640907287598
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,23,0.06804733727810651,ready,0.8437816500663757,0.05736025795340538,0.1034177839756012,0.7663101553916931,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\24.csv,-3.9342329502105713,-2.933896541595459,4.187442302703857,4.600764274597168,-4.143457889556885,-2.525348663330078,3.143665075302124,-4.128139019012451
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,24,0.07100591715976332,ready,0.8791972398757935,0.05341966077685356,0.102281853556633,0.774857759475708,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\25.csv,-3.9625954627990723,-2.953476905822754,4.221052169799805,4.647346496582031,-4.175484657287598,-2.5633082389831543,3.1838579177856445,-4.171637535095215
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,25,0.07396449704142012,ready,0.9448428153991699,0.049067601561546326,0.13362619280815125,0.7720500230789185,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\26.csv,-3.9240148067474365,-2.917173385620117,4.161031723022461,4.58902645111084,-4.125973701477051,-2.5224759578704834,3.1508445739746094,-4.118370532989502
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,26,0.07692307692307693,ready,1.0063899755477905,0.043502893298864365,0.03990466892719269,0.7929239869117737,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\27.csv,-3.9298665523529053,-2.9142367839813232,4.183660984039307,4.60146427154541,-4.123330116271973,-2.5497145652770996,3.1394307613372803,-4.11649227142334
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,27,0.07988165680473373,ready,1.02951180934906,0.039965491741895676,0.07638924568891525,0.7864147424697876,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\28.csv,-3.903226137161255,-2.907836675643921,4.153349876403809,4.563683986663818,-4.11691427230835,-2.5131125450134277,3.1214089393615723,-4.084353923797607
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,28,0.08284023668639054,ready,1.083282709121704,0.04041105881333351,0.4869052469730377,0.7784250378608704,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\29.csv,-4.088194847106934,-3.0552659034729004,4.338799953460693,4.770971298217773,-4.296849250793457,-2.632723331451416,3.270876169204712,-4.270752429962158
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,29,0.08579881656804733,ready,1.1129268407821655,0.04120838642120361,0.2589925527572632,0.7882091999053955,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\30.csv,-3.995004892349243,-2.9494333267211914,4.229640960693359,4.6905012130737305,-4.183810234069824,-2.5679144859313965,3.203373432159424,-4.185508728027344
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,30,0.08875739644970414,ready,1.1502805948257446,0.0430513471364975,0.19079720973968506,0.7794590592384338,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\31.csv,-4.049190044403076,-3.010683536529541,4.3129987716674805,4.756439685821533,-4.275843143463135,-2.6180315017700195,3.244596004486084,-4.261261463165283
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,31,0.09171597633136094,ready,1.2092444896697998,0.044415540993213654,0.0397108756005764,0.7836588025093079,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\32.csv,-4.064701080322266,-3.0271661281585693,4.320350646972656,4.7481536865234375,-4.284790515899658,-2.613650321960449,3.273587942123413,-4.26274299621582
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,32,0.09467455621301775,ready,1.2393418550491333,0.04406632110476494,0.1569821983575821,0.785902202129364,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\33.csv,-4.014476776123047,-2.9799299240112305,4.2701416015625,4.679403305053711,-4.221184253692627,-2.590083599090576,3.209763526916504,-4.199755668640137
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,33,0.09763313609467456,ready,1.3003032207489014,0.04398587718605995,0.4087262749671936,0.7771041989326477,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\34.csv,-4.165179252624512,-3.104414463043213,4.439702033996582,4.851236343383789,-4.363541603088379,-2.6714324951171875,3.344454288482666,-4.359591007232666
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,34,0.10059171597633136,ready,1.354610562324524,0.043695103377103806,0.04498862102627754,0.7677002549171448,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\35.csv,-4.168758392333984,-3.110590696334839,4.433773994445801,4.879638195037842,-4.390332221984863,-2.676694631576538,3.3622260093688965,-4.367954730987549
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,35,0.10355029585798817,ready,1.401819109916687,0.044593121856451035,0.20459692180156708,0.7833855748176575,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\36.csv,-4.09731388092041,-3.05256986618042,4.363907814025879,4.788614273071289,-4.300116062164307,-2.629971981048584,3.291353702545166,-4.29811429977417
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,36,0.10650887573964497,ready,1.433910608291626,0.04580562934279442,0.1387852281332016,0.7837031483650208,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\37.csv,-4.050006866455078,-3.0090231895446777,4.295835971832275,4.738696098327637,-4.2655534744262695,-2.5880823135375977,3.2664313316345215,-4.231548309326172
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,37,0.10946745562130178,ready,1.5217196941375732,0.04816709831357002,0.48932793736457825,0.7648165225982666,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\38.csv,-4.228237152099609,-3.1625962257385254,4.508930206298828,4.9300384521484375,-4.442043304443359,-2.6940488815307617,3.422910690307617,-4.419182777404785
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,38,0.11242603550295859,ready,1.5558438301086426,0.05000846087932587,0.06667950749397278,0.790692925453186,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\39.csv,-4.2028045654296875,-3.14046049118042,4.492927551269531,4.916980743408203,-4.4131855964660645,-2.7160887718200684,3.385528564453125,-4.406267166137695
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,39,0.11538461538461539,ready,1.6009204387664795,0.050556812435388565,0.14830097556114197,0.780314564704895,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\40.csv,-4.163065433502197,-3.1067519187927246,4.421438217163086,4.8697404861450195,-4.362033367156982,-2.6713337898254395,3.3248627185821533,-4.345972537994385
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,40,0.11834319526627218,ready,1.6585832834243774,0.050825588405132294,0.3142668902873993,0.7668685913085938,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\41.csv,-4.270364284515381,-3.1936869621276855,4.554321765899658,4.986560344696045,-4.485896110534668,-2.744100570678711,3.43192195892334,-4.473602294921875
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,41,0.12130177514792899,ready,1.7279173135757446,0.05264589190483093,0.13950461149215698,0.7545212507247925,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\42.csv,-4.31749153137207,-3.2377102375030518,4.612522602081299,5.042900085449219,-4.538556098937988,-2.760946273803711,3.480013370513916,-4.531665802001953
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,42,0.1242603550295858,ready,1.7919206619262695,0.05367684364318848,0.20896592736244202,0.7600417733192444,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\43.csv,-4.2370429039001465,-3.171447277069092,4.525302886962891,4.951060771942139,-4.472410202026367,-2.7095999717712402,3.4193897247314453,-4.453721523284912
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,43,0.12721893491124261,ready,1.8261425495147705,0.053940605372190475,0.1120205745100975,0.7577521204948425,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\44.csv,-4.271866321563721,-3.2129855155944824,4.579676628112793,4.992981910705566,-4.516224384307861,-2.7405924797058105,3.4410061836242676,-4.4930806159973145
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,44,0.1301775147928994,ready,1.8386595249176025,0.05213379114866257,0.1853698492050171,0.7547613382339478,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\45.csv,-4.217463970184326,-3.15539288520813,4.496186256408691,4.917929649353027,-4.445244312286377,-2.6911799907684326,3.391313076019287,-4.418697834014893
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,45,0.13313609467455623,ready,1.8939850330352783,0.05062470957636833,0.22579523921012878,0.7531002759933472,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\46.csv,-4.304429531097412,-3.2164359092712402,4.583369731903076,5.011836051940918,-4.523176193237305,-2.7502903938293457,3.4497532844543457,-4.520148277282715
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,46,0.13609467455621302,ready,1.9618349075317383,0.04899032041430473,0.04020244628190994,0.761157751083374,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\47.csv,-4.290457725524902,-3.2108359336853027,4.586365699768066,4.999985694885254,-4.525389671325684,-2.74747633934021,3.478487014770508,-4.500102996826172
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,47,0.1390532544378698,ready,1.9819753170013428,0.047909341752529144,0.03541146218776703,0.7585429549217224,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\48.csv,-4.287827014923096,-3.2078521251678467,4.5913190841674805,5.002527236938477,-4.520267009735107,-2.753722906112671,3.4712533950805664,-4.533111572265625
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,48,0.14201183431952663,ready,1.9530737400054932,0.04194801673293114,0.5420793890953064,0.7588788270950317,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\49.csv,-4.086674213409424,-3.050920009613037,4.3629350662231445,4.783573627471924,-4.333820343017578,-2.6110620498657227,3.3008623123168945,-4.322132110595703
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,49,0.14497041420118342,ready,1.993539571762085,0.03638410195708275,0.5509965419769287,0.7565057277679443,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\50.csv,-4.30884313583374,-3.226274251937866,4.5993571281433105,4.996114730834961,-4.536928176879883,-2.731635570526123,3.478865146636963,-4.509065628051758
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,50,0.14792899408284024,ready,2.0086910724639893,0.030731815844774246,0.06374242156744003,0.7536567449569702,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\51.csv,-4.321044921875,-3.2442493438720703,4.623765468597412,5.0206780433654785,-4.549089431762695,-2.7486777305603027,3.5062222480773926,-4.5437822341918945
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,51,0.15088757396449703,ready,1.9984430074691772,0.0248990748077631,0.12241191416978836,0.7748968005180359,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\52.csv,-4.282266616821289,-3.202949047088623,4.573862075805664,5.005435943603516,-4.498581409454346,-2.725926637649536,3.4485092163085938,-4.492274284362793
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,52,0.15384615384615385,ready,2.006183385848999,0.020476331934332848,0.05303726717829704,0.7495169639587402,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\53.csv,-4.27039909362793,-3.201275110244751,4.565749645233154,4.9578938484191895,-4.5095062255859375,-2.7114486694335938,3.446059226989746,-4.489396095275879
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,53,0.15680473372781065,ready,2.005321502685547,0.015690907835960388,0.06280377507209778,0.776782751083374,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\54.csv,-4.274112224578857,-3.174952745437622,4.556708335876465,4.995206832885742,-4.509479522705078,-2.745297431945801,3.468275308609009,-4.500547885894775
arm_a,37.5Hz11kN,Bearing2_5,37.5Hz11kN/Bearing2_5,54,0.15976331360946747,ready,2.033798933029175,0.011121399700641632,0.11863061785697937,0.7685425877571106,D:\1\德国留学\斯图加特大学在校资料\hiwi工作\XJTU-SY_Bearing_Datasets\Data\XJTU-SY_Bearing_Datasets\37.5Hz11kN\Bearing2_5\55.csv,-4.30033016204834,-3.2375738620758057,4.624170303344727,5.021054267883301,-4.552177906036377,-2.7686543464660645,3.495237350463867,-4.534453392028809
