bearing_id,split,step_id,normalized_lifetime,distance_level,hmm_expected_stage,hmm_stage,hmm_confidence,included_in_common_score,hmm_probability_0,hmm_probability_1,hmm_probability_2
Bearing1_1,train,43,0.3524590163934426,2.9723997116088867,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,44,0.36065573770491804,2.983635663986206,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,45,0.36885245901639346,2.9101014137268066,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,46,0.3770491803278688,3.008561849594116,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,47,0.38524590163934425,2.98543119430542,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,48,0.39344262295081966,2.957216739654541,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,49,0.4016393442622951,2.942250967025757,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,50,0.4098360655737705,2.8719143867492676,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,51,0.4180327868852459,2.8390073776245117,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,52,0.4262295081967213,2.8607239723205566,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,53,0.4344262295081967,2.918579578399658,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,54,0.4426229508196721,2.838043689727783,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,55,0.45081967213114754,2.8651576042175293,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,56,0.45901639344262296,2.830383777618408,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,57,0.4672131147540984,2.791140556335449,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,58,0.47540983606557374,2.8315210342407227,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,59,0.48360655737704916,2.8610920906066895,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,60,0.4918032786885246,2.8378734588623047,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,61,0.5,2.890111207962036,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,62,0.5081967213114754,2.860776662826538,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,63,0.5163934426229508,2.822263240814209,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,64,0.5245901639344263,2.8921995162963867,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,65,0.5327868852459017,2.905261993408203,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,66,0.5409836065573771,2.9361257553100586,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,67,0.5491803278688525,2.9966444969177246,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,68,0.5573770491803278,3.0515329837799072,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,69,0.5655737704918032,3.1310858726501465,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,70,0.5737704918032787,3.2682323455810547,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,71,0.5819672131147541,3.4203429222106934,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,72,0.5901639344262295,3.6565468311309814,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,73,0.5983606557377049,3.9176220893859863,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,74,0.6065573770491803,4.141284465789795,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_1,train,75,0.6147540983606558,4.470841407775879,0.5,1,1.0,True,0.0,1.0,9.115978409435695e-270
Bearing1_1,train,76,0.6229508196721312,4.734234809875488,0.5,1,1.0,True,0.0,1.0,2.5133322e-316
Bearing1_1,train,77,0.6311475409836066,5.116789817810059,0.5,1,1.0,True,0.0,1.0,5.607967137357881e-153
Bearing1_1,train,78,0.639344262295082,5.714841365814209,1.0,2,1.0,True,0.0,6.918927117505711e-22,1.0
Bearing1_1,train,79,0.6475409836065574,6.293141841888428,1.0,2,1.0,True,0.0,1.473792344955047e-45,1.0
Bearing1_1,train,80,0.6557377049180327,6.830620765686035,1.0,2,1.0,True,0.0,1.0425654654200446e-70,1.0
Bearing1_1,train,81,0.6639344262295082,7.326503753662109,1.0,2,1.0,True,0.0,1.219511736689674e-95,1.0
Bearing1_1,train,82,0.6721311475409836,7.793318271636963,1.0,2,1.0,True,0.0,8.248619012382053e-121,1.0
Bearing1_1,train,83,0.680327868852459,8.245183944702148,1.0,2,1.0,True,0.0,1.1852545271210777e-147,1.0
Bearing1_1,train,84,0.6885245901639344,8.652021408081055,1.0,2,1.0,True,0.0,1.2810805227449066e-174,1.0
Bearing1_1,train,85,0.6967213114754098,8.983538627624512,1.0,2,1.0,True,0.0,1.089875718948949e-201,1.0
Bearing1_1,train,86,0.7049180327868853,9.340927124023438,1.0,2,1.0,True,0.0,8.451626178842128e-229,1.0
Bearing1_1,train,87,0.7131147540983607,9.600300788879395,1.0,2,1.0,True,0.0,2.856408882631984e-256,1.0
Bearing1_1,train,88,0.7213114754098361,9.630768775939941,1.0,2,1.0,True,0.0,9.952341471921526e-284,1.0
Bearing1_1,train,89,0.7295081967213115,9.660893440246582,1.0,2,1.0,True,0.0,1.7275322348804e-311,1.0
Bearing1_1,train,90,0.7377049180327869,9.684713363647461,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,91,0.7459016393442623,9.707818984985352,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,92,0.7540983606557377,9.734452247619629,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,93,0.7622950819672131,9.750935554504395,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,94,0.7704918032786885,9.766923904418945,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,95,0.7786885245901639,9.78254508972168,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,96,0.7868852459016393,9.799245834350586,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,97,0.7950819672131147,9.816034317016602,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,98,0.8032786885245902,9.830093383789062,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,99,0.8114754098360656,9.842700958251953,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,100,0.819672131147541,9.852789878845215,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,101,0.8278688524590164,9.866508483886719,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,102,0.8360655737704918,9.876221656799316,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,103,0.8442622950819673,9.885843276977539,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,104,0.8524590163934426,9.894556045532227,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,105,0.860655737704918,9.902055740356445,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,106,0.8688524590163934,9.906930923461914,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,107,0.8770491803278688,9.911271095275879,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,108,0.8852459016393442,9.916345596313477,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,109,0.8934426229508197,9.922260284423828,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,110,0.9016393442622951,9.92956829071045,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,111,0.9098360655737705,9.93623161315918,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,112,0.9180327868852459,9.942983627319336,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,113,0.9262295081967213,9.94914436340332,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,114,0.9344262295081968,9.957662582397461,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,115,0.9426229508196722,9.966322898864746,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,116,0.9508196721311475,9.976485252380371,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,117,0.9590163934426229,9.981118202209473,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,118,0.9672131147540983,9.990734100341797,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,119,0.9754098360655737,9.998408317565918,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,120,0.9836065573770492,10.007654190063477,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,121,0.9918032786885246,10.021825790405273,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_1,train,122,1.0,10.055891036987305,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,0,0.0,,0.0,0,1.0,False,1.0,0.0,0.0
Bearing1_2,train,1,0.00625,,1.9983695328652895e-17,0,1.0,False,1.0,3.996739065730579e-17,0.0
Bearing1_2,train,2,0.0125,,1.9854567649938526e-17,0,1.0,False,1.0,3.970913529987705e-17,0.0
Bearing1_2,train,3,0.01875,,1.1214042232200829e-17,0,1.0,False,1.0,2.2428084464401657e-17,0.0
Bearing1_2,train,4,0.025,,1.3826100250682933e-17,0,1.0,False,1.0,2.7652200501365865e-17,0.0
Bearing1_2,train,5,0.03125,,3.396214123190188e-17,0,1.0,False,1.0,6.792428246380377e-17,0.0
Bearing1_2,train,6,0.0375,,1.2103761213446777e-17,0,1.0,False,1.0,2.4207522426893553e-17,0.0
Bearing1_2,train,7,0.04375,,2.0118889854986717e-17,0,1.0,False,1.0,4.0237779709973434e-17,0.0
Bearing1_2,train,8,0.05,,5.69625636118837e-17,0,0.9999999999999999,False,0.9999999999999999,1.139251272237674e-16,0.0
Bearing1_2,train,9,0.05625,,1.391253203401211e-17,0,1.0,False,1.0,2.782506406802422e-17,0.0
Bearing1_2,train,10,0.0625,,1.272340482524195e-17,0,1.0,False,1.0,2.54468096504839e-17,0.0
Bearing1_2,train,11,0.06875,,1.2767719605706612e-17,0,1.0,False,1.0,2.5535439211413223e-17,0.0
Bearing1_2,train,12,0.075,,1.1721867572467563e-17,0,1.0,False,1.0,2.3443735144935125e-17,0.0
Bearing1_2,train,13,0.08125,,1.1317368597896287e-17,0,1.0,False,1.0,2.2634737195792575e-17,0.0
Bearing1_2,train,14,0.0875,,1.9969222796799652e-17,0,1.0,False,1.0,3.9938445593599303e-17,0.0
Bearing1_2,train,15,0.09375,0.28526145219802856,3.115806764419979e-17,0,1.0,True,1.0,6.231613528839959e-17,0.0
Bearing1_2,train,16,0.1,0.33863717317581177,8.452840950415712e-17,0,0.9999999999999998,True,0.9999999999999998,1.6905681900831424e-16,0.0
Bearing1_2,train,17,0.10625,0.3369918167591095,4.8935627199117966e-17,0,0.9999999999999998,True,0.9999999999999998,9.787125439823593e-17,0.0
Bearing1_2,train,18,0.1125,0.3128265142440796,2.129396658935171e-17,0,1.0,True,1.0,4.258793317870342e-17,0.0
Bearing1_2,train,19,0.11875,0.30707186460494995,3.179223395547632e-17,0,1.0,True,1.0,6.358446791095264e-17,0.0
Bearing1_2,train,20,0.125,0.3245510160923004,1.1669025169038252e-16,0,0.9999999999999997,True,0.9999999999999997,2.3338050338076504e-16,0.0
Bearing1_2,train,21,0.13125,0.37369781732559204,7.783102733180994e-15,0,0.9999999999999845,True,0.9999999999999845,1.5566205466361988e-14,0.0
Bearing1_2,train,22,0.1375,0.3691544830799103,4.928471588145419e-17,0,1.0,True,1.0,9.856943176290838e-17,0.0
Bearing1_2,train,23,0.14375,0.34606561064720154,1.3632998564929579e-17,0,1.0,True,1.0,2.7265997129859157e-17,0.0
Bearing1_2,train,24,0.15,0.31720349192619324,1.1439835237238748e-17,0,1.0,True,1.0,2.2879670474477496e-17,0.0
Bearing1_2,train,25,0.15625,0.3088708519935608,1.6726746889558394e-17,0,1.0,True,1.0,3.345349377911679e-17,0.0
Bearing1_2,train,26,0.1625,0.27766385674476624,1.4115377762688274e-17,0,1.0,True,1.0,2.823075552537655e-17,0.0
Bearing1_2,train,27,0.16875,0.25814175605773926,1.3378593362908761e-17,0,1.0,True,1.0,2.6757186725817522e-17,0.0
Bearing1_2,train,28,0.175,0.2535565495491028,1.6455398953249645e-17,0,1.0,True,1.0,3.291079790649929e-17,0.0
Bearing1_2,train,29,0.18125,0.24510768055915833,1.6488252438182312e-17,0,1.0,True,1.0,3.2976504876364624e-17,0.0
Bearing1_2,train,30,0.1875,0.20635986328125,1.106922837995873e-17,0,1.0,True,1.0,2.213845675991746e-17,0.0
Bearing1_2,train,31,0.19375,0.22801204025745392,1.7048985323133238e-12,0,0.9999999999965902,True,0.9999999999965902,3.4097970646266476e-12,0.0
Bearing1_2,train,32,0.2,0.2993956506252289,3.4347747161736256e-10,0,0.9999999993130451,True,0.9999999993130451,6.869549432347251e-10,0.0
Bearing1_2,train,33,0.20625,0.3392033874988556,9.12910410069469e-16,0,0.9999999999999982,True,0.9999999999999982,1.825820820138938e-15,0.0
Bearing1_2,train,34,0.2125,0.35770612955093384,2.309547328353342e-17,0,1.0,True,1.0,4.619094656706684e-17,0.0
Bearing1_2,train,35,0.21875,0.3594352602958679,1.9473073128446028e-17,0,1.0,True,1.0,3.8946146256892056e-17,0.0
Bearing1_2,train,36,0.225,0.3905980587005615,1.8888270766072166e-16,0,0.9999999999999996,True,0.9999999999999996,3.7776541532144333e-16,0.0
Bearing1_2,train,37,0.23125,0.48257318139076233,1.5044625360198093e-09,0,0.999999996991075,True,0.999999996991075,3.0089250720396186e-09,0.0
Bearing1_2,train,38,0.2375,0.6446975469589233,0.4999999749392488,1,0.9999999498784976,True,5.012150241734343e-08,0.9999999498784976,0.0
Bearing1_2,train,39,0.24375,0.7947391271591187,0.49999999999996747,1,0.9999999999999349,True,6.50274127408648e-14,0.9999999999999349,0.0
Bearing1_2,train,40,0.25,1.0049968957901,0.5,1,1.0,True,1.4531279258010842e-31,1.0,0.0
Bearing1_2,train,41,0.25625,1.0200814008712769,0.5,1,1.0,True,1.7794546162073674e-24,1.0,0.0
Bearing1_2,train,42,0.2625,1.077039361000061,0.5,1,1.0,True,1.2389811162258753e-28,1.0,0.0
Bearing1_2,train,43,0.26875,1.2806894779205322,0.5,1,1.0,True,1.6456814415626057e-61,1.0,0.0
Bearing1_2,train,44,0.275,1.4274730682373047,0.5,1,1.0,True,9.043521140872949e-68,1.0,0.0
Bearing1_2,train,45,0.28125,1.8285572528839111,0.5,1,1.0,True,1.2061980254055314e-178,1.0,0.0
Bearing1_2,train,46,0.2875,2.2739763259887695,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,47,0.29375,2.6045987606048584,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,48,0.3,2.6837680339813232,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,49,0.30625,2.902519702911377,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,50,0.3125,3.2194037437438965,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,51,0.31875,3.6053993701934814,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,52,0.325,4.018645286560059,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,53,0.33125,4.352823734283447,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,54,0.3375,4.726384162902832,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,55,0.34375,4.978218078613281,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,56,0.35,5.14933967590332,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,57,0.35625,5.449763774871826,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,58,0.3625,5.974964141845703,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,59,0.36875,6.366019248962402,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,60,0.375,6.661942958831787,0.5,1,1.0,True,0.0,1.0,2.8422429065e-313
Bearing1_2,train,61,0.38125,6.992440700531006,0.5,1,1.0,True,0.0,1.0,0.0
Bearing1_2,train,62,0.3875,7.457799434661865,0.5,1,1.0,True,0.0,1.0,8.342558837568378e-30
Bearing1_2,train,63,0.39375,7.982438087463379,0.9999999999997735,2,0.9999999999995469,True,0.0,4.5317959849935287e-13,0.9999999999995469
Bearing1_2,train,64,0.4,8.57821273803711,1.0,2,1.0,True,0.0,9.376599158226122e-35,1.0
Bearing1_2,train,65,0.40625,9.006579399108887,1.0,2,1.0,True,0.0,2.801675865881147e-41,1.0
Bearing1_2,train,66,0.4125,9.505128860473633,1.0,2,1.0,True,0.0,2.520593878073066e-66,1.0
Bearing1_2,train,67,0.41875,9.911887168884277,1.0,2,1.0,True,0.0,2.0207365022402604e-89,1.0
Bearing1_2,train,68,0.425,10.25728988647461,1.0,2,1.0,True,0.0,4.733147055092193e-109,1.0
Bearing1_2,train,69,0.43125,10.588205337524414,1.0,2,1.0,True,0.0,2.2630033530081989e-119,1.0
Bearing1_2,train,70,0.4375,10.897322654724121,1.0,2,1.0,True,0.0,2.1579173130705394e-140,1.0
Bearing1_2,train,71,0.44375,11.176082611083984,1.0,2,1.0,True,0.0,2.2767521017047982e-147,1.0
Bearing1_2,train,72,0.45,11.264795303344727,1.0,2,1.0,True,0.0,3.456561659701322e-167,1.0
Bearing1_2,train,73,0.45625,11.276509284973145,1.0,2,1.0,True,0.0,5.553285828660506e-187,1.0
Bearing1_2,train,74,0.4625,11.283068656921387,1.0,2,1.0,True,0.0,5.6129777495549015e-211,1.0
Bearing1_2,train,75,0.46875,11.310616493225098,1.0,2,1.0,True,0.0,2.9128362646465785e-231,1.0
Bearing1_2,train,76,0.475,11.29084300994873,1.0,2,1.0,True,0.0,1.5981376243186188e-252,1.0
Bearing1_2,train,77,0.48125,11.281370162963867,1.0,2,1.0,True,0.0,1.1092148456695099e-273,1.0
Bearing1_2,train,78,0.4875,11.303449630737305,1.0,2,1.0,True,0.0,7.524370014011339e-299,1.0
Bearing1_2,train,79,0.49375,11.335153579711914,1.0,2,1.0,True,0.0,6.03e-322,1.0
Bearing1_2,train,80,0.5,11.369216918945312,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,81,0.50625,11.440157890319824,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,82,0.5125,11.462969779968262,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,83,0.51875,11.491144180297852,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,84,0.525,11.516018867492676,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,85,0.53125,11.540294647216797,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,86,0.5375,11.571761131286621,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,87,0.54375,11.600400924682617,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,88,0.55,11.59913444519043,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,89,0.55625,11.621830940246582,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,90,0.5625,11.619585037231445,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,91,0.56875,11.624458312988281,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,92,0.575,11.645147323608398,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,93,0.58125,11.668278694152832,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,94,0.5875,11.676806449890137,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,95,0.59375,11.70338249206543,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,96,0.6,11.716262817382812,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,97,0.60625,11.73249626159668,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,98,0.6125,11.760726928710938,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,99,0.61875,11.775721549987793,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,100,0.625,11.791133880615234,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,101,0.63125,11.802267074584961,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,102,0.6375,11.818540573120117,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,103,0.64375,11.827544212341309,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,104,0.65,11.837911605834961,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,105,0.65625,11.843536376953125,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,106,0.6625,11.853008270263672,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,107,0.66875,11.863164901733398,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,108,0.675,11.872108459472656,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,109,0.68125,11.8804349899292,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,110,0.6875,11.887042999267578,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,111,0.69375,11.887322425842285,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,112,0.7,11.884328842163086,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,113,0.70625,11.877644538879395,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,114,0.7125,11.870767593383789,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,115,0.71875,11.869571685791016,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,116,0.725,11.867444038391113,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,117,0.73125,11.864994049072266,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,118,0.7375,11.861859321594238,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,119,0.74375,11.86170768737793,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,120,0.75,11.86067008972168,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,121,0.75625,11.864751815795898,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,122,0.7625,11.869241714477539,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,123,0.76875,11.878317832946777,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,124,0.775,11.88790512084961,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,125,0.78125,11.897150039672852,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,126,0.7875,11.905263900756836,1.0,2,1.0,True,0.0,0.0,1.0
Bearing1_2,train,127,0.79375,11.913225173950195,1.0,2,1.0,True,0.0,0.0,1.0
