bearing_id,step_id,measurement_number,rms_h,rms_v,kurtosis_h,kurtosis_v,peak_h,peak_v,latent_pc1,local_distance,movement,reconstruction_mse,level,hmm_stage,hmm_expected,emission_winner,log_emission_0,log_emission_1,log_emission_2
Bearing1_1,10,11,0.6618160424764489,0.6170797552159228,3.6885873969943654,3.1667993111061508,4.350709915161133,3.428828716278076,-8.506671784842725,0.7682262868255251,0.15663584404107034,0.2164773792028427,,1,0.5,1,-92.37784520918822,-5.045785724514653,-5003.516617653844
Bearing1_1,11,12,0.6865612325461165,0.6132249631413869,4.985927642965016,3.1753391691367847,6.460535526275635,3.4287333488464355,-7.917605993825841,1.3547289144284667,0.590391734699108,0.21930652856826782,,1,0.5,1,-149.15214990936624,-2.792375421704488,-4381.673807513475
Bearing1_1,12,13,0.6898463519857003,0.617334663505021,4.113767075025165,3.1779019305651475,4.388165473937988,3.2306432723999023,-7.924059678355368,1.349641087472214,0.044109240623441966,0.20644590258598328,,1,0.5,1,-147.792225806225,-2.8147501089696556,-4377.221482695209
Bearing1_1,13,14,0.706071940911982,0.6273192676063926,4.56684499406006,3.159255250148893,7.59049654006958,4.144918918609619,-7.685859366581712,1.5896856277652,0.24304760893527258,0.20602360367774963,,1,0.5,1,-173.81288698052256,-2.0683093387524805,-4096.987954751303
Bearing1_1,14,15,0.696836467876353,0.6241192719671949,4.43185109451261,3.1326323723680733,6.354713439941406,3.108859062194824,-7.866270102616702,1.410902119993014,0.18378926619738153,0.21194617450237274,,1,0.5,1,-153.8274920290782,-2.5880004715655254,-4274.503153895813
Bearing1_1,15,16,0.7020056534855372,0.6291521400082222,4.679353853996168,3.0783128861701874,6.1438798904418945,3.15474271774292,-7.69486615576638,1.580710991488557,0.17653241211042325,0.20927251875400543,1.5807108879089355,1,0.5,1,-172.8513513445303,-2.084889969111799,-4093.447058753255
Bearing1_1,16,17,0.7156852490767954,0.6195221388420634,4.787554509412301,3.199396332821719,6.044590473175049,3.6417007446289062,-7.543255344554206,1.734806082256711,0.16476899251953553,0.21247881650924683,1.6577584743499756,1,0.5,1,-188.62664565537614,-1.7165979510191727,-3951.7606627524938
Bearing1_1,17,18,0.7287577046032195,0.6298472754454403,5.200926835577429,3.235422635258703,6.691479682922363,3.4722089767456055,-7.275398354933194,2.0018455519380733,0.2687694597750347,0.20926691591739655,1.7724541425704956,1,0.5,1,-222.10104561289464,-1.1271522482014964,-3687.8152798113347
Bearing1_1,18,19,0.7162421020295499,0.6230509768669543,4.795692217839233,3.146937392477481,6.3213348388671875,3.1125545501708984,-7.428434346677858,1.848058026634216,0.15768056840277578,0.21727418899536133,1.791355013847351,1,0.5,1,-203.2435214536458,-1.4511456003760914,-3858.0471718083422
Bearing1_1,19,20,0.7114504918926025,0.6140830408643525,4.726175405821746,3.1860372483738004,5.830025672912598,3.1842827796936035,-7.320222684014865,1.955387089515802,0.1100387432147099,0.21130087971687317,1.8241615295410156,1,0.5,1,-216.71646789965953,-1.2283927707132318,-3761.144146384244
Bearing1_1,20,21,0.718953494054742,0.6188940125046638,4.704458098304689,3.126257234945853,6.968402862548828,3.3147811889648438,-7.343519795954956,1.9331072142072998,0.04455826196976988,0.21979127824306488,1.8423190116882324,1,0.5,1,-213.39807907924867,-1.2695997838304072,-3771.145462007145
Bearing1_1,21,22,0.7533748924591932,0.6362372035170356,5.066331166170304,3.215520235880322,6.074428558349609,3.9419054985046387,-6.803887635862321,2.4732947177548685,0.5409562249415628,0.22176818549633026,1.9324582815170288,1,0.5,1,-286.4674351021148,-0.4569813393460961,-3244.9030881349113
Bearing1_1,22,23,0.7196545273787922,0.6146910820363773,6.254202636905886,3.147250702813709,11.035692691802979,3.490626811981201,-7.571169887352216,1.706960005722426,0.7708143394057856,0.21313652396202087,1.904271125793457,1,0.5,1,-186.49959154683467,-1.7507594412044465,-3948.7816370797673
Bearing1_1,23,24,0.7520891088218936,0.6198082108848239,5.347319355464096,3.214117969054259,7.242953777313232,3.254973888397217,-6.912473902800157,2.365255588385605,0.6621520573371205,0.21747621893882751,1.955491542816162,1,0.5,1,-269.6393347650321,-0.5757017903273702,-3341.972983051488
Bearing1_1,24,25,0.7467826867481376,0.6357469073554624,5.172537442789578,3.2295944198579445,6.614530086517334,3.314793109893799,-6.713348312605134,2.567112078092562,0.2103640083290266,0.21589501202106476,2.016653537750244,1,0.5,1,-297.95627829098373,-0.38809585884399556,-3117.0642424786793
Bearing1_1,25,26,0.7467003192566657,0.6288683419237573,4.581608172765209,3.148715344854092,5.75484037399292,3.0820846557617188,-7.002611725807437,2.275786395692884,0.30133828949610447,0.21675661206245422,2.0861611366271973,1,0.5,1,-259.0290966317463,-0.6684104536770192,-3394.4550909000995
Bearing1_1,26,27,0.7730946813843131,0.6414893694193832,5.826726796525954,3.224529316446403,7.209718227386475,3.985285758972168,-6.9078313303188,2.3717577918080877,0.12273254847750965,0.2297767549753189,2.1498563289642334,1,0.5,1,-270.5937888779354,-0.5627009837164758,-3313.2789582236246
Bearing1_1,27,28,0.781659515595577,0.6441466463023803,5.557665606984359,3.250661410772211,7.696521282196045,3.001415729522705,-6.253813976472307,3.0245146756120134,0.6579613019283547,0.2241097390651703,2.2521233558654785,1,0.5,1,-369.7261791171179,-0.26434312209739536,-2732.0606940539305
Bearing1_1,28,29,0.7440560218602036,0.6328012861230156,4.468248750491596,3.1000490006428247,7.823073863983154,3.466618061065674,-6.878035155021915,2.3993879180665343,0.627350327128075,0.2267458289861679,2.3072562217712402,1,0.5,1,-275.7251264285597,-0.5238774858038581,-3287.319113220067
Bearing1_1,29,30,0.8009004102395085,0.6452414482108443,6.427492681739998,3.3142058664755245,8.52419137954712,3.588545322418213,-6.562999079954924,2.717846352261054,0.32193040958296015,0.22608235478401184,2.38350248336792,1,0.5,1,-321.0469062790238,-0.3004563460674702,-2973.566254362488
Bearing1_1,30,31,0.7890329728253848,0.644746495579761,5.994193937032298,3.240952188744914,9.423637390136719,3.127431869506836,-6.292005284759452,2.9894359568993236,0.2734295011209247,0.23000317811965942,2.4891350269317627,1,0.5,1,-362.6474691806853,-0.27305974235824026,-2743.9039358872965
Bearing1_1,31,32,0.788610245694116,0.6429968736640641,5.584340997752339,3.232866737518634,7.328474521636963,3.4242868423461914,-6.4693243776473714,2.8125068644005777,0.18118752264514326,0.2288825809955597,2.5230562686920166,1,0.5,1,-334.7366813768472,-0.28246058515730244,-2874.4916081132606
Bearing1_1,32,33,0.775569496366968,0.6393965760263687,4.925179616700518,3.2824484409163683,7.031309604644775,4.607677459716797,-6.819532144104493,2.462424591328527,0.3523675541599483,0.22240401804447174,2.598602533340454,1,0.5,1,-282.5963927589728,-0.47281184320613745,-3185.031918516932
Bearing1_1,33,34,0.7570992820078134,0.6341233706730679,4.46949697863599,3.1778773383781984,6.987273693084717,3.0738115310668945,-6.5942728447486205,2.6860881760340707,0.22594500796987257,0.21880272030830383,2.630685806274414,1,0.5,1,-315.9077925207839,-0.31299362116999807,-2998.385944894253
Bearing1_1,34,35,0.7994624924501993,0.6426681636930781,5.588682678478644,3.319344991682315,6.499850749969482,3.327345848083496,-5.909151908011062,3.3698830989427537,0.6870232078768648,0.23357445001602173,2.710963010787964,1,0.5,1,-427.87430915607507,-0.462472409136944,-2451.989171455133
Bearing1_1,35,36,0.815325950151385,0.6510271459125065,6.576726076029622,3.2895730067532636,8.454108238220215,3.746199607849121,-5.862714576938048,3.417805045539703,0.11583957083251983,0.24894925951957703,2.825164794921875,1,0.5,1,-436.102448820492,-0.5142627767767828,-2412.022585561283
Bearing1_1,36,37,0.7604272815241908,0.6295767327693785,4.0822632785721416,3.264450637530291,5.707883834838867,3.394007682800293,-6.736268250014376,2.5438644288699943,0.8792587666526425,0.2224290519952774,2.8423752784729004,1,0.5,1,-295.81327894443154,-0.39460558634971177,-3126.385042237593
Bearing1_1,37,38,0.8205177107562861,0.6414144262693702,6.011758588107401,3.4886799430595947,7.571578025817871,4.172801971435547,-5.949400319444166,3.331995728767629,0.7921785410429786,0.2524309754371643,2.8731236457824707,1,0.5,1,-419.7670587093691,-0.44099933119309354,-2466.307972381381
Bearing1_1,38,39,0.77645809509719,0.6415084085142313,4.845696858509399,3.307253841588156,6.846070289611816,3.870534896850586,-6.502265671389843,2.777718355628917,0.5667157550552907,0.22423303127288818,2.910956621170044,1,0.5,1,-331.0581768032709,-0.27800553391596317,-2919.5978057375355
Bearing1_1,39,40,0.7869962297548057,0.6266842539426866,5.655411760840567,3.343015107890766,6.788158416748047,4.495882987976074,-6.542115851387208,2.7406529731227836,0.1070609196255899,0.22415822744369507,2.9132370948791504,1,0.5,1,-323.1608878413669,-0.30685367280227016,-2927.107730804284
Bearing1_1,40,41,0.8216622627536886,0.6462140465735533,6.00828871017798,3.473832009218626,8.003723621368408,4.126954078674316,-5.541415546344985,3.7386337792805815,1.0044750627433976,0.24673700332641602,2.988157033920288,1,0.5,1,-494.2599183147493,-0.9511051142347207,-2160.488653823998
Bearing1_1,41,42,0.7637516905058449,0.6306177957476425,4.832350419676243,3.219220218421167,6.1644792556762695,3.612828254699707,-6.418447997943874,2.8603962951465887,0.8804576138857046,0.23319680988788605,2.992945909500122,1,0.5,1,-344.6699269949682,-0.2579214559051743,-2856.8382252226947
Bearing1_1,42,43,0.7785131675648591,0.6408570922224396,5.595578963960113,3.211741242134812,7.236874103546143,3.171217441558838,-6.686102480259487,2.595528608992665,0.27005115455374346,0.24012385308742523,3.006256341934204,1,0.5,1,-302.1710779018415,-0.368101796818056,-3077.7930059959517
Bearing1_1,43,44,0.7486722555106824,0.6325902705843021,4.186429728951049,3.2685770818793287,5.113363265991211,2.9483914375305176,-6.934798174903036,2.3475217979077083,0.2521937650789801,0.23151572048664093,2.9723997116088867,1,0.5,1,-266.39456604226166,-0.5922711775402698,-3287.8204385116164
Bearing1_1,44,45,0.8177627362762069,0.6501899211304518,5.797176153492767,3.393582920439205,6.775116920471191,3.7464499473571777,-5.7983581590948035,3.482243395510514,1.1401910399915023,0.24434444308280945,2.983635663986206,1,0.5,1,-445.9380456443332,-0.5752055046991935,-2368.399865501615
Bearing1_1,45,46,0.7627757625180205,0.6282659379980764,6.119201453951034,3.256125420729161,10.032141208648682,3.4257054328918457,-6.600544815104094,2.6824639894234514,0.8050788675603177,0.22810891270637512,2.9101014137268066,1,0.5,1,-314.5025625645509,-0.32686759533831933,-2992.947713262862
Bearing1_1,46,47,0.8073034373863971,0.6534368819451484,5.4933233074639105,3.3092186167196838,6.750249862670898,3.4249067306518555,-5.752405638673037,3.5284677040743877,0.8548574726336458,0.2441595047712326,3.008561849594116,1,0.5,1,-454.54303589217403,-0.6494349862063469,-2311.409464266244
Bearing1_1,47,48,0.8059648464114121,0.6492051537800572,6.283191280596839,3.3309262774219337,9.429311752319336,3.5752296447753906,-6.181065099847568,3.1006887255870157,0.44126262762627794,0.251907616853714,2.98543119430542,1,0.5,1,-378.8252220306465,-0.29089534501492526,-2675.3335666968296
Bearing1_1,48,49,0.747957069402501,0.6357418260387764,4.511428576359719,3.2413776553700284,6.913280487060547,3.4444570541381836,-6.785606705903226,2.495570139879044,0.6157015816930498,0.22800618410110474,2.957216739654541,1,0.5,1,-287.7569764512769,-0.4403374555376486,-3174.805426931468
Bearing1_1,49,50,0.7466492987740551,0.6339768742158187,4.568090143363229,3.1927665333481032,5.529654026031494,2.9335737228393555,-6.69085481090128,2.5909970958127535,0.11598141185243317,0.22098399698734283,2.942250967025757,1,0.5,1,-300.90934920020106,-0.3756782725335423,-3065.5411124461134
Bearing1_1,50,51,0.7851254196197838,0.6494762638466459,5.828894860774999,3.36687960122806,7.022762298583984,3.3380746841430664,-6.245708891621056,3.0352651640781185,0.44983399900484256,0.24064341187477112,2.8719143867492676,1,0.5,1,-369.7000674030919,-0.2760817309239232,-2711.0487533759806
Bearing1_1,51,52,0.7656726633624493,0.6274272442436422,5.199480019597542,3.1807336531729073,6.499969959259033,2.9126763343811035,-6.7560786175195195,2.5313248919211446,0.5226420230826355,0.2357536256313324,2.8390073776245117,1,0.5,1,-290.06701316664487,-0.43728586741329295,-3116.4656573520697
Bearing1_1,52,53,0.7872009596527249,0.6423404154461664,5.969341398372578,3.2531322234320323,6.764817237854004,3.078579902648926,-6.470814157026847,2.812694358517353,0.2878936660643698,0.23575030267238617,2.8607239723205566,1,0.5,1,-333.2549655787419,-0.27884656904242844,-2904.397772916999
Bearing1_1,53,54,0.7759536850194154,0.6386487485455888,4.705200285070888,3.256870745357581,5.702841281890869,3.7370920181274414,-6.353322176325382,2.92608065947915,0.15079215478408226,0.22516439855098724,2.918579578399658,1,0.5,1,-352.95266754698196,-0.25176964020496456,-2825.7863857561806
Bearing1_1,54,55,0.7656708152604959,0.6500378821452097,4.034955439771888,3.220083970776847,5.308127403259277,3.128933906555176,-6.602292760193919,2.6768849783553907,0.25164329769848837,0.22022436559200287,2.838043689727783,1,0.5,1,-314.92183171330845,-0.31327532267072433,-3025.5964421652952
Bearing1_1,55,56,0.7712861889037744,0.6468202332177702,4.742337094512754,3.253144611785196,5.939877033233643,3.192269802093506,-6.325779135103496,2.9536033926781355,0.278488107298851,0.23000071942806244,2.8651576042175293,1,0.5,1,-358.73927074613886,-0.25371744037063526,-2789.259100863785
Bearing1_1,56,57,0.8212659272327513,0.6403670076335618,5.991137582775735,3.3380587495274514,7.424640655517578,3.19974422454834,-6.102404584561414,3.1807292147888178,0.23749619105140876,0.25256454944610596,2.830383777618408,1,0.5,1,-392.5897093960757,-0.33681472690837766,-2587.6591537342492
Bearing1_1,57,58,0.7638661866865306,0.6325520994834978,4.383573820105681,3.1258497295322516,5.742406845092773,2.882838249206543,-6.5735980352994545,2.7082556513048353,0.4751226283652699,0.23221716284751892,2.791140556335449,1,0.5,1,-319.38007661840294,-0.3082022351267102,-2963.180699986125
Bearing1_1,58,59,0.8060616718107119,0.6498873238163537,5.5433900155973905,3.275329168285548,6.666147708892822,3.126955032348633,-6.383934347176418,2.899375224444658,0.2002055494069241,0.25003695487976074,2.8315210342407227,1,0.5,1,-347.2567824686697,-0.267551102085815,-2824.3394782925716
Bearing1_1,59,60,0.8055211423008719,0.6543543964317046,5.54657516194001,3.3044124988338,6.35678768157959,3.3692121505737305,-6.397129700145207,2.88670685704792,0.021401127017737054,0.24204739928245544,2.8610920906066895,1,0.5,1,-345.0874602165745,-0.27013678736071467,-2827.664021159223
Bearing1_1,60,61,0.7886545852435742,0.6405526696175492,5.8100970796278535,3.324238915890788,6.946003437042236,3.293156623840332,-6.481903769765905,2.803078181153919,0.10365168939323102,0.2330276519060135,2.8378734588623047,1,0.5,1,-331.51138618369566,-0.3009150213783863,-2872.1253673755273
Bearing1_1,61,62,0.7844484761689867,0.6468414236609659,4.6115820799775245,3.3332032385241486,5.364739894866943,3.7838339805603027,-6.226216021473531,3.053702870726141,0.27812934015676954,0.23386895656585693,2.890111207962036,1,0.5,1,-373.4951059846842,-0.2771331728932924,-2696.168275060605
Bearing1_1,62,63,0.7638066708210105,0.6457591874461263,4.66448693079801,3.1889664862462213,5.9447407722473145,3.252267837524414,-6.765319708552245,2.519348604816188,0.5474658801080785,0.2268194705247879,2.860776662826538,1,0.5,1,-290.18960362316284,-0.4383443136024838,-3117.139555061499
Bearing1_1,63,64,0.7626121509057111,0.6403907205802961,4.8712861150674005,3.2476649151180683,6.432759761810303,3.8181304931640625,-6.740813398466747,2.5409451258000777,0.047684095536895676,0.23214280605316162,2.822263240814209,1,0.5,1,-294.1130298718484,-0.4072354173881596,-3116.7354033952497
Bearing1_1,64,65,0.8056457740098106,0.6581890516149046,5.812621568512412,3.2529165034538154,8.860909938812256,3.5088658332824707,-5.904747692513913,3.376250459501703,0.8406082189174405,0.24966083467006683,2.8921995162963867,1,0.5,1,-427.2840842324371,-0.4731604993424066,-2443.908311380364
Bearing1_1,65,66,0.798394325899627,0.6397243545300618,4.117321329428554,3.3291539927760834,4.9312591552734375,3.523087501525879,-6.195150388223594,3.084229014573243,0.30372599356557,0.23306268453598022,2.905261993408203,1,0.5,1,-379.43709490756675,-0.2910480396579302,-2666.953187900774
Bearing1_1,66,67,0.8152268529648178,0.6648614623979324,4.600772257481248,3.3293371268597785,6.59710168838501,3.396725654602051,-5.791635658925445,3.4893659939087884,0.4057489379939985,0.2472824901342392,2.9361257553100586,1,0.5,1,-447.3392266344787,-0.6063054155850307,-2338.5437926290533
Bearing1_1,67,68,0.8068641110861011,0.6603958913711472,4.471137470405483,3.379407880152753,5.774104595184326,3.1464457511901855,-5.966623735432174,3.31344464358469,0.18329367500624505,0.23777857422828674,2.9966444969177246,1,0.5,1,-416.684830165017,-0.42499261140928757,-2478.6492571194203
Bearing1_1,68,69,0.8057974788248473,0.653233027344809,4.950710785621894,3.539066872031295,6.327271461486816,3.792548179626465,-5.834591256056182,3.4482582364081744,0.14856680550998827,0.2465040683746338,3.0515329837799072,1,0.5,1,-437.33441683319353,-0.5571963682062202,-2373.7255891608283
Bearing1_1,69,70,0.826833114348406,0.6618442367677737,5.033367326387193,3.699493088666089,7.303059101104736,4.690182209014893,-5.5995572851544555,3.6822351955689205,0.24063493929239535,0.23758427798748016,3.1310858726501465,1,0.5,1,-481.7145613445761,-0.8916663834304126,-2171.886086487844
Bearing1_1,70,71,0.862549929247148,0.6850960300734047,5.768109980947697,3.5893305260980517,9.30565595626831,4.177212715148926,-5.107407027990691,4.17454249533059,0.4931936035962873,0.2592712640762329,3.2682323455810547,1,0.5,1,-577.9078186068377,-1.9338857148362285,-1817.6733451237694
Bearing1_1,71,72,0.8640171044678674,0.7015644720288228,4.8221800177795355,3.71371268765057,6.104695796966553,4.511809349060059,-4.708635022530658,4.574812929536179,0.4017971098454941,0.2651478350162506,3.4203429222106934,1,0.5,1,-659.6692602721874,-3.1262745691367106,-1561.5942846081562
Bearing1_1,72,73,0.8969499993856697,0.709498042681035,5.372460623130196,4.000933955637012,7.370483875274658,4.625451564788818,-4.403757696741627,4.881386105572822,0.31695141181709857,0.2644834518432617,3.6565468311309814,1,0.5,1,-729.4480192220302,-4.37168049302964,-1345.0572127988778
Bearing1_1,73,74,0.9285369134583285,0.7150652550856128,5.80598716454455,3.7670606980657357,9.063386917114258,4.202687740325928,-4.131582827701862,5.151694728209921,0.27452512644131716,0.28714776039123535,3.9176220893859863,1,0.5,1,-793.4841710497606,-5.54345047262815,-1197.780065448219
Bearing1_1,74,75,0.946592450749831,0.7433333081519568,5.4430391888813805,3.9129767467907315,6.658971309661865,5.089473724365234,-3.6705628793414844,5.612877639014279,0.46275476388787407,0.2821124792098999,4.141284465789795,1,0.5,1,-906.6920658393285,-7.9450572386322635,-948.7856584447356
Bearing1_1,75,76,1.077061336243427,0.7930064572357771,7.481095925994927,4.131733512323571,10.043537616729736,5.431795120239258,-2.9018851668100902,6.379798743048994,0.771914227206395,0.34658563137054443,4.470841407775879,1,0.5,1,-1113.80099137299,-12.741346462359441,-628.2716344994334
Bearing1_1,76,77,1.0212090978249135,0.7562596740354908,6.909373848190312,3.6939155280865887,9.967422485351562,5.139017105102539,-3.1561616203748852,6.12329762753086,0.26237915327272066,0.28530964255332947,4.734234809875488,1,0.5,1,-1045.445713225664,-10.978277910651652,-733.7155136901057
Bearing1_1,77,78,1.1980392404197875,0.8414338653725745,8.766069080476393,4.370075707323397,10.697507858276367,5.578470230102539,-2.1385787347095624,7.138992613484056,1.0179571260955764,0.3600754141807556,5.116789817810059,1,0.5,1,-1345.114801507904,-18.776914807964893,-365.3905874179333
Bearing1_1,78,79,1.9293602870936772,1.425966226256829,5.001748702962782,3.2507793090137276,11.43420934677124,8.84157419204712,0.15760391675842844,9.42877425627734,2.3076358612284436,0.6140189170837402,5.714841365814209,2,1.0,2,-2178.533283949352,-43.922286013440726,8.757983644004735
Bearing1_1,79,80,2.1493106770316026,1.5482337843644365,4.819806761663581,3.192748493988847,13.732588291168213,7.445704936981201,0.19401503202160802,9.465240795044798,0.038479969216273884,0.7145516872406006,6.293141841888428,2,1.0,2,-2192.7538559193035,-44.40603926631445,10.080912139412515
Bearing1_1,80,81,2.276847364675005,1.587339568806065,4.91280211673325,3.1847905349762002,15.647482872009277,8.953595161437988,0.2782859047094607,9.549330416568703,0.08764624886622784,0.7657225131988525,6.830620765686035,2,1.0,2,-2228.193725940715,-45.49998048384274,12.391873732301685
Bearing1_1,81,82,2.2470714646759538,1.6190237323487369,4.840222061180539,3.1149999711827885,13.930344581604004,8.185207843780518,0.2626127723020117,9.533641971818252,0.01951230107989194,0.7487375736236572,7.326503753662109,2,1.0,2,-2222.023365628731,-45.32655819353376,12.062375493121145
Bearing1_1,82,83,2.36034457084942,1.639659936352528,4.731210465860649,2.9861930103042007,14.924168586730957,7.791173458099365,0.27854639197601166,9.549528568370926,0.019049968359309263,0.7765973806381226,7.793318271636963,2,1.0,2,-2227.477365675983,-45.51737846153111,12.419311180554878
Bearing1_1,83,84,2.5046263508328552,1.715894580053654,4.980296540074467,3.085363968072086,18.857204914093018,9.3636155128479,0.3995760563445945,9.670366177605947,0.12443543921528216,0.8626481294631958,8.245183944702148,2,1.0,2,-2278.454201614203,-47.12730497607707,14.661068148650038
Bearing1_1,84,85,2.545847699054731,1.7555232378128705,4.6854309800011205,3.06783729997823,16.035008430480957,8.721840381622314,0.4104559548494875,9.681241337929825,0.01930354954816746,0.8684196472167969,8.652021408081055,2,1.0,2,-2282.9125548376646,-47.27117721332017,14.801946414964586
Bearing1_1,85,86,2.6199011097563205,1.789048365397232,4.716675663315384,2.9960107469888695,16.959190368652344,8.46630334854126,0.4242108532712161,9.694976229365897,0.03052301299026568,0.9063665866851807,8.983538627624512,2,1.0,2,-2286.4784015844007,-47.45348443287142,14.859025743092896
Bearing1_1,86,87,2.6701349133372956,1.8502986488583295,4.7458477856395875,2.951734201572427,19.18003559112549,9.208643436431885,0.42645856797539533,9.6971758850893,0.024668748585485654,0.898622989654541,9.340927124023438,2,1.0,2,-2287.738904025738,-47.443985744789856,14.961174114745015
Bearing1_1,87,88,2.8093786112780004,1.9286794559389975,4.639928212695061,2.9058465775905953,15.060830116271973,7.859301567077637,0.4619544428888035,9.732725466931042,0.043057685832613046,0.9563339948654175,9.600300788879395,2,1.0,2,-2303.6972025570076,-47.97145388572268,15.264209750080463
Bearing1_1,88,89,2.7953657180729463,1.9674743271832194,4.754194473864153,2.8486275909456347,17.81289577484131,9.7115159034729,0.46273984503705257,9.73345768045727,0.01845391295981204,0.9423092007637024,9.630768775939941,2,1.0,2,-2302.67366320615,-47.97830690556417,15.226905506717285
Bearing1_1,89,90,2.930187062215642,2.079536146287352,4.668164677603341,2.8071840317507144,18.529891967773438,9.42603349685669,0.49586022199060364,9.766480516573502,0.04316845009164571,1.0288240909576416,9.660893440246582,2,1.0,2,-2318.0033358915975,-48.421129681691625,15.480854195443289
Bearing1_1,90,91,2.8897303695499863,2.091789258154164,5.12626475465842,2.7745202403497764,22.547364234924316,9.228169918060303,0.5169290672083724,9.78754474558491,0.02323463635143033,1.0063893795013428,9.684713363647461,2,1.0,2,-2325.1577593342004,-48.697474020852106,15.49458686059086
Bearing1_1,91,92,2.8695989275874223,2.0763033160244984,4.953616617967348,2.7153851537289646,20.084261894226074,8.88664722442627,0.4940498269467183,9.76468861651312,0.027008107944854847,0.9735643863677979,9.707818984985352,2,1.0,2,-2316.163471211655,-48.442454949660394,15.300293938107533
Bearing1_1,92,93,2.9496669056759774,2.1131735945749015,4.8758020649454314,2.7253245988820862,21.305739879608154,8.3382248878479,0.5452634669420151,9.815858665292907,0.056783863389438076,1.0265331268310547,9.734452247619629,2,1.0,2,-2338.689424005074,-49.10008240958723,15.528871713582884
Bearing1_1,93,94,3.0401491949216206,2.1570600566036737,4.930160643864455,2.795981637276556,18.73408555984497,9.204542636871338,0.564601237823629,9.835201913488467,0.023694619679565914,1.072097659111023,9.750935554504395,2,1.0,2,-2345.8457763326915,-49.35016916065073,15.520410457698773
Bearing1_1,94,95,3.1108351386323814,2.191305207690268,4.852790022182139,2.77924623687004,20.5657958984375,9.387350082397461,0.5705574595447636,9.841131783372518,0.012088608717362018,1.1271297931671143,9.766923904418945,2,1.0,2,-2348.309292387944,-49.41594793103968,15.543128125759527
Bearing1_1,95,96,3.106781118174828,2.2270044423106863,4.88071876141905,2.716529468960296,19.77064609527588,8.299517631530762,0.5806242342216572,9.851194059374238,0.02449112862463903,1.046894907951355,9.78254508972168,2,1.0,2,-2351.413034100325,-49.57816103977458,15.331665649758907
Bearing1_1,96,97,3.2399042943566707,2.297758212391398,4.7415136984556625,2.842226351239273,21.601438522338867,12.406373023986816,0.5935992034273098,9.864174339095397,0.028748601284870876,1.1384793519973755,9.799245834350586,2,1.0,2,-2359.4131089577695,-49.7298201546609,15.499700307222778
